"","commarea","year","crash_type","crashes","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident"
"2183","BEVERLY","2020","PEDALCYCLIST",11,7,0,1,5,1
"2184","BEVERLY","2020","PEDESTRIAN",4,2,0,1,1,0
"2185","BEVERLY","2020","Vehicle/Other",633,107,0,7,53,47
"2186","BRIDGEPORT","2018","PEDALCYCLIST",37,26,0,0,23,3
"2187","BRIDGEPORT","2018","PEDESTRIAN",29,25,0,2,17,6
"2188","BRIDGEPORT","2018","Vehicle/Other",752,86,0,10,48,28
"2189","BRIDGEPORT","2019","PEDALCYCLIST",29,21,0,3,15,3
"2190","BRIDGEPORT","2019","PEDESTRIAN",27,25,0,3,15,7
"2191","BRIDGEPORT","2019","Vehicle/Other",736,93,0,16,48,29
"2192","BRIDGEPORT","2020","PEDALCYCLIST",19,15,0,3,11,1
"2193","BRIDGEPORT","2020","PEDESTRIAN",16,14,0,4,7,3
"2194","BRIDGEPORT","2020","Vehicle/Other",510,78,1,5,49,23
"2195","BRIGHTON PARK","2018","PEDALCYCLIST",12,9,0,0,6,3
"2196","BRIGHTON PARK","2018","PEDESTRIAN",42,40,1,10,24,5
"2197","BRIGHTON PARK","2018","Vehicle/Other",1625,241,3,24,126,88
"2198","BRIGHTON PARK","2019","PEDALCYCLIST",17,12,0,2,9,1
"2199","BRIGHTON PARK","2019","PEDESTRIAN",32,30,1,4,23,2
"2200","BRIGHTON PARK","2019","Vehicle/Other",1630,204,1,12,120,71
"2201","BRIGHTON PARK","2020","PEDALCYCLIST",18,11,0,2,9,0
"2202","BRIGHTON PARK","2020","PEDESTRIAN",22,23,0,2,18,3
"2203","BRIGHTON PARK","2020","Vehicle/Other",1253,189,1,19,103,66
"2204","BURNSIDE","2018","Vehicle/Other",88,15,0,1,13,1
"2205","BURNSIDE","2019","PEDESTRIAN",1,1,0,0,1,0
"2206","BURNSIDE","2019","Vehicle/Other",103,11,0,4,5,2
"2207","BURNSIDE","2020","PEDALCYCLIST",1,1,0,0,1,0
"2208","BURNSIDE","2020","PEDESTRIAN",1,1,0,1,0,0
"2209","BURNSIDE","2020","Vehicle/Other",79,22,3,5,3,11
"2210","CALUMET HEIGHTS","2018","PEDALCYCLIST",2,1,0,0,1,0
"2211","CALUMET HEIGHTS","2018","PEDESTRIAN",7,6,1,1,4,0
"2212","CALUMET HEIGHTS","2018","Vehicle/Other",657,178,0,15,116,47
"2213","CALUMET HEIGHTS","2019","PEDALCYCLIST",3,3,0,1,2,0
"2214","CALUMET HEIGHTS","2019","PEDESTRIAN",14,13,1,2,7,3
"2215","CALUMET HEIGHTS","2019","Vehicle/Other",607,137,1,16,74,46
"2216","CALUMET HEIGHTS","2020","PEDALCYCLIST",2,2,0,1,1,0
"2217","CALUMET HEIGHTS","2020","PEDESTRIAN",6,5,0,1,4,0
"2218","CALUMET HEIGHTS","2020","Vehicle/Other",608,131,0,6,79,46
"2219","CHATHAM","2018","PEDALCYCLIST",10,7,0,1,4,2
"2220","CHATHAM","2018","PEDESTRIAN",79,81,1,9,51,20
"2221","CHATHAM","2018","Vehicle/Other",2002,333,0,27,163,143
"2222","CHATHAM","2019","PEDALCYCLIST",11,9,1,1,3,4
"2223","CHATHAM","2019","PEDESTRIAN",82,74,3,10,42,19
"2224","CHATHAM","2019","Vehicle/Other",2080,361,2,26,203,130
"2225","CHATHAM","2020","PEDALCYCLIST",10,9,0,3,5,1
"2226","CHATHAM","2020","PEDESTRIAN",45,45,0,7,32,6
"2227","CHATHAM","2020","Vehicle/Other",1925,388,4,31,220,133
"2228","CHICAGO LAWN","2018","PEDALCYCLIST",11,7,0,2,4,1
"2229","CHICAGO LAWN","2018","PEDESTRIAN",66,59,1,15,34,9
"2230","CHICAGO LAWN","2018","Vehicle/Other",1904,242,0,24,139,79
"2231","CHICAGO LAWN","2019","PEDALCYCLIST",18,13,0,3,8,2
"2232","CHICAGO LAWN","2019","PEDESTRIAN",51,52,0,11,30,11
"2233","CHICAGO LAWN","2019","Vehicle/Other",1815,284,0,34,157,93
"2234","CHICAGO LAWN","2020","PEDALCYCLIST",17,12,0,3,8,1
"2235","CHICAGO LAWN","2020","PEDESTRIAN",43,45,0,10,30,5
"2236","CHICAGO LAWN","2020","Vehicle/Other",1825,264,3,26,150,85
"2237","CLEARING","2018","PEDALCYCLIST",9,8,0,1,6,1
"2238","CLEARING","2018","PEDESTRIAN",13,13,0,1,8,4
"2239","CLEARING","2018","Vehicle/Other",760,93,0,9,46,38
"2240","CLEARING","2019","PEDALCYCLIST",8,6,0,0,5,1
"2241","CLEARING","2019","PEDESTRIAN",12,10,0,1,8,1
"2242","CLEARING","2019","Vehicle/Other",796,107,1,10,60,36
"2243","CLEARING","2020","PEDALCYCLIST",3,2,0,0,2,0
"2244","CLEARING","2020","PEDESTRIAN",10,6,0,2,4,0
"2245","CLEARING","2020","Vehicle/Other",630,101,3,15,58,25
"2246","DOUGLAS","2018","PEDALCYCLIST",2,1,0,0,1,0
"2247","DOUGLAS","2018","PEDESTRIAN",29,25,0,4,14,7
"2248","DOUGLAS","2018","Vehicle/Other",762,159,1,12,98,48
"2249","DOUGLAS","2019","PEDALCYCLIST",8,6,0,1,4,1
"2250","DOUGLAS","2019","PEDESTRIAN",32,34,1,4,19,10
"2251","DOUGLAS","2019","Vehicle/Other",681,95,0,20,52,23
"2252","DOUGLAS","2020","PEDALCYCLIST",4,2,0,0,2,0
"2253","DOUGLAS","2020","PEDESTRIAN",16,14,0,2,9,3
"2254","DOUGLAS","2020","Vehicle/Other",599,140,2,12,75,51
"2255","DUNNING","2018","PEDALCYCLIST",15,12,0,1,8,3
"2256","DUNNING","2018","PEDESTRIAN",25,24,0,3,15,6
"2257","DUNNING","2018","Vehicle/Other",1372,240,0,26,102,112
"2258","DUNNING","2019","PEDALCYCLIST",11,10,0,4,6,0
"2259","DUNNING","2019","PEDESTRIAN",35,37,0,13,22,2
"2260","DUNNING","2019","Vehicle/Other",1393,219,1,23,130,65
"2261","DUNNING","2020","PEDALCYCLIST",13,12,0,1,11,0
"2262","DUNNING","2020","PEDESTRIAN",18,13,0,1,11,1
"2263","DUNNING","2020","Vehicle/Other",994,165,0,10,109,46
"2264","EAST GARFIELD PARK","2018","PEDALCYCLIST",16,10,0,1,6,3
"2265","EAST GARFIELD PARK","2018","PEDESTRIAN",53,52,0,14,28,10
"2266","EAST GARFIELD PARK","2018","Vehicle/Other",1206,354,1,27,187,139
"2267","EAST GARFIELD PARK","2019","PEDALCYCLIST",22,17,0,3,12,2
"2268","EAST GARFIELD PARK","2019","PEDESTRIAN",46,43,0,6,32,5
"2269","EAST GARFIELD PARK","2019","Vehicle/Other",1249,339,0,38,210,91
"2270","EAST GARFIELD PARK","2020","PEDALCYCLIST",7,6,1,2,3,0
"2271","EAST GARFIELD PARK","2020","PEDESTRIAN",41,37,1,7,24,5
"2272","EAST GARFIELD PARK","2020","Vehicle/Other",1266,347,2,45,221,79
"2273","EAST SIDE","2018","PEDALCYCLIST",4,4,0,0,4,0
"2274","EAST SIDE","2018","PEDESTRIAN",11,10,0,1,8,1
"2275","EAST SIDE","2018","Vehicle/Other",530,88,4,4,49,31
"2276","EAST SIDE","2019","PEDALCYCLIST",3,1,0,0,1,0
"2277","EAST SIDE","2019","PEDESTRIAN",11,11,0,2,7,2
"2278","EAST SIDE","2019","Vehicle/Other",523,92,0,10,47,35
"2279","EAST SIDE","2020","PEDALCYCLIST",8,7,0,3,3,1
"2280","EAST SIDE","2020","PEDESTRIAN",8,6,0,2,2,2
"2281","EAST SIDE","2020","Vehicle/Other",490,107,0,16,55,36
"2282","EDGEWATER","2018","PEDALCYCLIST",34,22,0,2,17,3
"2283","EDGEWATER","2018","PEDESTRIAN",62,56,0,11,31,14
"2284","EDGEWATER","2018","Vehicle/Other",1704,169,0,19,77,73
"2285","EDGEWATER","2019","PEDALCYCLIST",42,28,0,7,15,6
"2286","EDGEWATER","2019","PEDESTRIAN",44,37,0,12,22,3
"2287","EDGEWATER","2019","Vehicle/Other",1619,143,0,12,76,55
"2288","EDGEWATER","2020","PEDALCYCLIST",21,16,0,5,8,3
"2289","EDGEWATER","2020","PEDESTRIAN",37,35,1,4,27,3
"2290","EDGEWATER","2020","Vehicle/Other",1089,125,0,15,58,52
"2291","EDISON PARK","2018","PEDALCYCLIST",1,0,0,0,0,0
"2292","EDISON PARK","2018","PEDESTRIAN",2,2,0,0,1,1
"2293","EDISON PARK","2018","Vehicle/Other",342,51,0,4,37,10
"2294","EDISON PARK","2019","PEDALCYCLIST",4,4,0,0,4,0
"2295","EDISON PARK","2019","PEDESTRIAN",5,6,0,1,2,3
"2296","EDISON PARK","2019","Vehicle/Other",342,43,0,10,25,8
"2297","EDISON PARK","2020","PEDALCYCLIST",1,0,0,0,0,0
"2298","EDISON PARK","2020","PEDESTRIAN",2,2,0,2,0,0
"2299","EDISON PARK","2020","Vehicle/Other",220,38,0,5,15,18
"2300","ENGLEWOOD","2018","PEDALCYCLIST",11,8,0,0,5,3
"2301","ENGLEWOOD","2018","PEDESTRIAN",37,37,1,9,23,4
"2302","ENGLEWOOD","2018","Vehicle/Other",1288,343,4,38,184,117
"2303","ENGLEWOOD","2019","PEDALCYCLIST",12,10,0,3,5,2
"2304","ENGLEWOOD","2019","PEDESTRIAN",33,33,0,9,20,4
"2305","ENGLEWOOD","2019","Vehicle/Other",1272,351,1,22,188,140
"2306","ENGLEWOOD","2020","PEDALCYCLIST",9,9,0,0,9,0
"2307","ENGLEWOOD","2020","PEDESTRIAN",34,29,0,7,16,6
"2308","ENGLEWOOD","2020","Vehicle/Other",1530,385,1,39,218,127
"2309","FOREST GLEN","2018","PEDALCYCLIST",8,7,0,2,5,0
"2310","FOREST GLEN","2018","PEDESTRIAN",7,6,0,2,3,1
"2311","FOREST GLEN","2018","Vehicle/Other",908,130,0,22,56,52
"2312","FOREST GLEN","2019","PEDALCYCLIST",9,6,0,3,2,1
"2313","FOREST GLEN","2019","PEDESTRIAN",8,7,0,1,6,0
"2314","FOREST GLEN","2019","Vehicle/Other",755,144,1,13,80,50
"2315","FOREST GLEN","2020","PEDALCYCLIST",5,5,0,0,5,0
"2316","FOREST GLEN","2020","PEDESTRIAN",4,4,0,2,2,0
"2317","FOREST GLEN","2020","Vehicle/Other",471,79,0,7,50,22
"2318","FULLER PARK","2018","PEDALCYCLIST",3,1,0,0,1,0
"2319","FULLER PARK","2018","PEDESTRIAN",11,9,0,2,5,2
"2320","FULLER PARK","2018","Vehicle/Other",432,131,0,11,76,44
"2321","FULLER PARK","2019","PEDALCYCLIST",1,0,0,0,0,0
"2322","FULLER PARK","2019","PEDESTRIAN",11,12,0,0,8,4
"2323","FULLER PARK","2019","Vehicle/Other",412,108,0,11,65,32
"2324","FULLER PARK","2020","PEDALCYCLIST",2,0,0,0,0,0
"2325","FULLER PARK","2020","PEDESTRIAN",6,5,0,2,3,0
"2326","FULLER PARK","2020","Vehicle/Other",387,104,0,8,53,43
"2327","GAGE PARK","2018","PEDALCYCLIST",13,12,0,1,10,1
"2328","GAGE PARK","2018","PEDESTRIAN",33,36,0,6,26,4
"2329","GAGE PARK","2018","Vehicle/Other",1242,174,1,8,106,59
"2330","GAGE PARK","2019","PEDALCYCLIST",13,10,0,0,7,3
"2331","GAGE PARK","2019","PEDESTRIAN",40,35,1,7,20,7
"2332","GAGE PARK","2019","Vehicle/Other",1268,160,0,14,96,50
"2333","GAGE PARK","2020","PEDALCYCLIST",10,9,0,2,6,1
"2334","GAGE PARK","2020","PEDESTRIAN",24,24,2,5,13,4
"2335","GAGE PARK","2020","Vehicle/Other",976,155,1,14,93,47
"2336","GARFIELD RIDGE","2018","PEDALCYCLIST",12,7,0,1,6,0
"2337","GARFIELD RIDGE","2018","PEDESTRIAN",35,32,1,7,17,7
"2338","GARFIELD RIDGE","2018","Vehicle/Other",1657,253,1,24,136,92
"2339","GARFIELD RIDGE","2019","PEDALCYCLIST",12,6,0,1,3,2
"2340","GARFIELD RIDGE","2019","PEDESTRIAN",30,23,0,4,13,6
"2341","GARFIELD RIDGE","2019","Vehicle/Other",1560,174,0,11,104,59
"2342","GARFIELD RIDGE","2020","PEDALCYCLIST",10,6,0,0,4,2
"2343","GARFIELD RIDGE","2020","PEDESTRIAN",21,20,0,4,14,2
"2344","GARFIELD RIDGE","2020","Vehicle/Other",1187,168,1,27,81,59
"2345","GRAND BOULEVARD","2018","PEDALCYCLIST",5,2,0,0,2,0
"2346","GRAND BOULEVARD","2018","PEDESTRIAN",36,29,0,8,14,7
"2347","GRAND BOULEVARD","2018","Vehicle/Other",935,312,0,36,179,97
"2348","GRAND BOULEVARD","2019","PEDALCYCLIST",10,8,0,1,5,2
"2349","GRAND BOULEVARD","2019","PEDESTRIAN",29,24,0,8,12,4
"2350","GRAND BOULEVARD","2019","Vehicle/Other",868,223,2,20,132,69
"2351","GRAND BOULEVARD","2020","PEDALCYCLIST",12,10,0,2,7,1
"2352","GRAND BOULEVARD","2020","PEDESTRIAN",23,24,1,5,12,6
"2353","GRAND BOULEVARD","2020","Vehicle/Other",921,288,0,20,178,90
"2354","GREATER GRAND CROSSING","2018","PEDALCYCLIST",13,9,0,2,7,0
"2355","GREATER GRAND CROSSING","2018","PEDESTRIAN",50,48,2,5,27,14
"2356","GREATER GRAND CROSSING","2018","Vehicle/Other",2107,549,3,46,301,199
"2357","GREATER GRAND CROSSING","2019","PEDALCYCLIST",12,10,0,1,8,1
"2358","GREATER GRAND CROSSING","2019","PEDESTRIAN",56,52,0,9,35,8
"2359","GREATER GRAND CROSSING","2019","Vehicle/Other",2217,592,0,47,334,211
"2360","GREATER GRAND CROSSING","2020","PEDALCYCLIST",11,7,0,1,4,2
"2361","GREATER GRAND CROSSING","2020","PEDESTRIAN",42,43,0,7,30,6
"2362","GREATER GRAND CROSSING","2020","Vehicle/Other",2325,672,7,58,367,240
"2363","HEGEWISCH","2018","PEDESTRIAN",3,2,0,0,2,0
"2364","HEGEWISCH","2018","Vehicle/Other",264,59,1,9,31,18
"2365","HEGEWISCH","2019","PEDESTRIAN",5,5,0,0,5,0
"2366","HEGEWISCH","2019","Vehicle/Other",322,61,4,7,31,19
"2367","HEGEWISCH","2020","PEDESTRIAN",2,2,0,0,2,0
"2368","HEGEWISCH","2020","Vehicle/Other",295,66,0,10,48,8
"2369","HERMOSA","2018","PEDALCYCLIST",16,12,0,0,9,3
"2370","HERMOSA","2018","PEDESTRIAN",20,18,0,6,11,1
"2371","HERMOSA","2018","Vehicle/Other",639,74,0,7,36,31
"2372","HERMOSA","2019","PEDALCYCLIST",19,11,0,2,8,1
"2373","HERMOSA","2019","PEDESTRIAN",24,22,1,5,13,3
"2374","HERMOSA","2019","Vehicle/Other",681,79,0,5,48,26
"2375","HERMOSA","2020","PEDALCYCLIST",11,10,0,2,4,4
"2376","HERMOSA","2020","PEDESTRIAN",13,13,0,2,10,1
"2377","HERMOSA","2020","Vehicle/Other",528,53,1,3,34,15
"2378","HUMBOLDT PARK","2018","PEDALCYCLIST",55,44,1,6,33,4
"2379","HUMBOLDT PARK","2018","PEDESTRIAN",86,82,2,9,52,19
"2380","HUMBOLDT PARK","2018","Vehicle/Other",2473,552,2,46,333,171
"2381","HUMBOLDT PARK","2019","PEDALCYCLIST",47,37,0,3,30,4
"2382","HUMBOLDT PARK","2019","PEDESTRIAN",68,67,2,12,46,7
"2383","HUMBOLDT PARK","2019","Vehicle/Other",2302,480,2,37,257,184
"2384","HUMBOLDT PARK","2020","PEDALCYCLIST",21,16,0,2,14,0
"2385","HUMBOLDT PARK","2020","PEDESTRIAN",65,56,2,12,35,7
"2386","HUMBOLDT PARK","2020","Vehicle/Other",2215,465,4,48,265,148
"2387","HYDE PARK","2018","PEDALCYCLIST",15,10,0,0,8,2
"2388","HYDE PARK","2018","PEDESTRIAN",25,20,0,3,10,7
"2389","HYDE PARK","2018","Vehicle/Other",1012,151,0,29,76,46
"2390","HYDE PARK","2019","PEDALCYCLIST",11,4,0,0,4,0
"2391","HYDE PARK","2019","PEDESTRIAN",32,33,0,5,21,7
"2392","HYDE PARK","2019","Vehicle/Other",986,162,2,20,89,51
"2393","HYDE PARK","2020","PEDALCYCLIST",11,7,0,0,5,2
"2394","HYDE PARK","2020","PEDESTRIAN",15,15,0,4,10,1
"2395","HYDE PARK","2020","Vehicle/Other",780,165,1,16,100,48
"2396","IRVING PARK","2018","PEDALCYCLIST",41,29,0,3,23,3
"2397","IRVING PARK","2018","PEDESTRIAN",52,47,0,12,26,9
"2398","IRVING PARK","2018","Vehicle/Other",1966,224,0,19,115,90
"2399","IRVING PARK","2019","PEDALCYCLIST",26,21,1,2,15,3
"2400","IRVING PARK","2019","PEDESTRIAN",34,32,0,7,19,6
"2401","IRVING PARK","2019","Vehicle/Other",1935,248,0,25,123,100
"2402","IRVING PARK","2020","PEDALCYCLIST",26,19,0,4,12,3
"2403","IRVING PARK","2020","PEDESTRIAN",32,27,0,5,14,8
"2404","IRVING PARK","2020","Vehicle/Other",1325,172,2,17,88,65
"2405","JEFFERSON PARK","2018","PEDALCYCLIST",10,11,0,3,8,0
"2406","JEFFERSON PARK","2018","PEDESTRIAN",19,19,0,4,12,3
"2407","JEFFERSON PARK","2018","Vehicle/Other",1051,164,0,26,74,64
"2408","JEFFERSON PARK","2019","PEDALCYCLIST",8,7,0,1,5,1
"2409","JEFFERSON PARK","2019","PEDESTRIAN",15,14,0,4,8,2
"2410","JEFFERSON PARK","2019","Vehicle/Other",959,148,1,13,78,56
"2411","JEFFERSON PARK","2020","PEDALCYCLIST",11,9,1,1,6,1
"2412","JEFFERSON PARK","2020","PEDESTRIAN",12,11,0,5,3,3
"2413","JEFFERSON PARK","2020","Vehicle/Other",623,100,0,10,47,43
"2414","KENWOOD","2018","PEDALCYCLIST",2,2,0,1,1,0
"2415","KENWOOD","2018","PEDESTRIAN",12,8,0,1,6,1
"2416","KENWOOD","2018","Vehicle/Other",493,70,0,3,31,36
"2417","KENWOOD","2019","PEDALCYCLIST",5,4,0,1,3,0
"2418","KENWOOD","2019","PEDESTRIAN",12,14,1,2,8,3
"2419","KENWOOD","2019","Vehicle/Other",486,99,1,15,50,33
"2420","KENWOOD","2020","PEDALCYCLIST",9,7,0,2,5,0
"2421","KENWOOD","2020","PEDESTRIAN",9,9,0,2,5,2
"2422","KENWOOD","2020","Vehicle/Other",388,38,1,6,20,11
"2423","LAKE VIEW","2018","PEDALCYCLIST",100,65,0,12,42,11
"2424","LAKE VIEW","2018","PEDESTRIAN",110,100,1,23,63,13
"2425","LAKE VIEW","2018","Vehicle/Other",2537,239,1,20,101,117
"2426","LAKE VIEW","2019","PEDALCYCLIST",91,70,0,5,54,11
"2427","LAKE VIEW","2019","PEDESTRIAN",98,81,1,11,51,18
"2428","LAKE VIEW","2019","Vehicle/Other",2626,244,0,19,102,123
"2429","LAKE VIEW","2020","PEDALCYCLIST",92,70,0,8,50,12
"2430","LAKE VIEW","2020","PEDESTRIAN",68,59,0,9,29,21
"2431","LAKE VIEW","2020","Vehicle/Other",1424,196,2,33,91,70
"2432","LINCOLN PARK","2018","PEDALCYCLIST",85,59,0,11,41,7
"2433","LINCOLN PARK","2018","PEDESTRIAN",82,77,0,11,54,12
"2434","LINCOLN PARK","2018","Vehicle/Other",2275,223,1,24,123,75
"2435","LINCOLN PARK","2019","PEDALCYCLIST",107,73,0,8,56,9
"2436","LINCOLN PARK","2019","PEDESTRIAN",75,67,0,13,43,11
"2437","LINCOLN PARK","2019","Vehicle/Other",2262,218,2,18,116,82
"2438","LINCOLN PARK","2020","PEDALCYCLIST",76,55,0,11,35,9
"2439","LINCOLN PARK","2020","PEDESTRIAN",38,30,0,6,18,6
"2440","LINCOLN PARK","2020","Vehicle/Other",1217,136,1,13,71,51
"2441","LINCOLN SQUARE","2018","PEDALCYCLIST",34,23,0,1,16,6
"2442","LINCOLN SQUARE","2018","PEDESTRIAN",36,28,0,8,15,5
"2443","LINCOLN SQUARE","2018","Vehicle/Other",1189,141,0,9,59,73
"2444","LINCOLN SQUARE","2019","PEDALCYCLIST",34,25,0,3,14,8
"2445","LINCOLN SQUARE","2019","PEDESTRIAN",25,26,0,5,15,6
"2446","LINCOLN SQUARE","2019","Vehicle/Other",1189,112,0,7,54,51
"2447","LINCOLN SQUARE","2020","PEDALCYCLIST",25,17,0,1,16,0
"2448","LINCOLN SQUARE","2020","PEDESTRIAN",12,10,0,4,3,3
"2449","LINCOLN SQUARE","2020","Vehicle/Other",724,94,0,13,44,37
"2450","LOGAN SQUARE","2018","PEDALCYCLIST",119,84,0,13,61,10
"2451","LOGAN SQUARE","2018","PEDESTRIAN",77,75,0,12,50,13
"2452","LOGAN SQUARE","2018","Vehicle/Other",2796,379,2,29,196,152
"2453","LOGAN SQUARE","2019","PEDALCYCLIST",107,80,0,10,50,20
"2454","LOGAN SQUARE","2019","PEDESTRIAN",78,78,0,9,54,15
"2455","LOGAN SQUARE","2019","Vehicle/Other",2607,356,0,36,191,129
"2456","LOGAN SQUARE","2020","PEDALCYCLIST",69,46,0,3,36,7
"2457","LOGAN SQUARE","2020","PEDESTRIAN",35,39,0,9,24,6
"2458","LOGAN SQUARE","2020","Vehicle/Other",1719,269,4,27,153,85
"2459","LOOP","2018","PEDALCYCLIST",90,48,0,5,34,9
"2460","LOOP","2018","PEDESTRIAN",147,125,0,17,84,24
"2461","LOOP","2018","Vehicle/Other",4590,547,4,64,310,169
"2462","LOOP","2019","PEDALCYCLIST",84,50,0,4,41,5
"2463","LOOP","2019","PEDESTRIAN",178,162,1,23,99,39
"2464","LOOP","2019","Vehicle/Other",4240,550,4,57,256,233
"2465","LOOP","2020","PEDALCYCLIST",31,16,0,5,6,5
"2466","LOOP","2020","PEDESTRIAN",63,47,0,9,30,8
"2467","LOOP","2020","Vehicle/Other",1987,374,2,46,214,112
"2468","LOWER WEST SIDE","2018","PEDALCYCLIST",36,24,0,7,14,3
"2469","LOWER WEST SIDE","2018","PEDESTRIAN",41,40,0,3,29,8
"2470","LOWER WEST SIDE","2018","Vehicle/Other",1793,240,1,15,142,82
"2471","LOWER WEST SIDE","2019","PEDALCYCLIST",37,23,0,3,17,3
"2472","LOWER WEST SIDE","2019","PEDESTRIAN",33,31,0,4,18,9
"2473","LOWER WEST SIDE","2019","Vehicle/Other",1839,214,0,13,112,89
"2474","LOWER WEST SIDE","2020","PEDALCYCLIST",21,15,0,1,11,3
"2475","LOWER WEST SIDE","2020","PEDESTRIAN",24,25,0,12,11,2
"2476","LOWER WEST SIDE","2020","Vehicle/Other",1260,187,2,19,100,66
"2477","MCKINLEY PARK","2018","PEDALCYCLIST",9,8,0,0,6,2
"2478","MCKINLEY PARK","2018","PEDESTRIAN",19,16,0,7,5,4
"2479","MCKINLEY PARK","2018","Vehicle/Other",786,137,0,13,72,52
"2480","MCKINLEY PARK","2019","PEDALCYCLIST",12,8,0,1,6,1
"2481","MCKINLEY PARK","2019","PEDESTRIAN",16,11,0,2,7,2
"2482","MCKINLEY PARK","2019","Vehicle/Other",845,134,0,12,82,40
"2483","MCKINLEY PARK","2020","PEDALCYCLIST",7,3,0,0,3,0
"2484","MCKINLEY PARK","2020","PEDESTRIAN",9,7,1,1,5,0
"2485","MCKINLEY PARK","2020","Vehicle/Other",670,95,1,21,44,29
"2486","MONTCLARE","2018","PEDALCYCLIST",11,8,0,2,6,0
"2487","MONTCLARE","2018","PEDESTRIAN",5,4,0,3,0,1
"2488","MONTCLARE","2018","Vehicle/Other",477,78,1,9,32,36
"2489","MONTCLARE","2019","PEDALCYCLIST",1,1,0,0,1,0
"2490","MONTCLARE","2019","PEDESTRIAN",14,13,0,2,9,2
"2491","MONTCLARE","2019","Vehicle/Other",477,77,0,7,44,26
"2492","MONTCLARE","2020","PEDALCYCLIST",9,7,0,1,4,2
"2493","MONTCLARE","2020","PEDESTRIAN",9,9,0,0,7,2
"2494","MONTCLARE","2020","Vehicle/Other",372,50,0,2,35,13
"2495","MORGAN PARK","2018","PEDALCYCLIST",5,4,0,0,3,1
"2496","MORGAN PARK","2018","PEDESTRIAN",21,18,0,3,12,3
"2497","MORGAN PARK","2018","Vehicle/Other",933,159,1,15,69,74
"2498","MORGAN PARK","2019","PEDALCYCLIST",8,8,0,3,5,0
"2499","MORGAN PARK","2019","PEDESTRIAN",19,18,0,3,7,8
"2500","MORGAN PARK","2019","Vehicle/Other",800,158,0,13,81,64
"2501","MORGAN PARK","2020","PEDALCYCLIST",2,2,0,0,2,0
"2502","MORGAN PARK","2020","PEDESTRIAN",17,18,1,2,7,8
"2503","MORGAN PARK","2020","Vehicle/Other",827,159,5,11,86,57
"2504","MOUNT GREENWOOD","2018","PEDALCYCLIST",8,4,0,0,3,1
"2505","MOUNT GREENWOOD","2018","PEDESTRIAN",6,4,0,1,2,1
"2506","MOUNT GREENWOOD","2018","Vehicle/Other",541,73,0,7,43,23
"2507","MOUNT GREENWOOD","2019","PEDALCYCLIST",4,4,0,1,3,0
"2508","MOUNT GREENWOOD","2019","PEDESTRIAN",7,5,0,0,2,3
"2509","MOUNT GREENWOOD","2019","Vehicle/Other",536,105,1,7,45,52
"2510","MOUNT GREENWOOD","2020","PEDALCYCLIST",7,4,0,1,3,0
"2511","MOUNT GREENWOOD","2020","PEDESTRIAN",8,5,2,1,1,1
"2512","MOUNT GREENWOOD","2020","Vehicle/Other",426,59,0,3,32,24
"2513","NEAR NORTH SIDE","2018","PEDALCYCLIST",152,87,0,14,61,12
"2514","NEAR NORTH SIDE","2018","PEDESTRIAN",221,197,0,32,121,44
"2515","NEAR NORTH SIDE","2018","Vehicle/Other",5889,643,2,65,352,224
"2516","NEAR NORTH SIDE","2019","PEDALCYCLIST",152,93,0,7,71,15
"2517","NEAR NORTH SIDE","2019","PEDESTRIAN",259,227,2,30,148,47
"2518","NEAR NORTH SIDE","2019","Vehicle/Other",5623,490,1,52,235,202
"2519","NEAR NORTH SIDE","2020","PEDALCYCLIST",88,60,0,6,47,7
"2520","NEAR NORTH SIDE","2020","PEDESTRIAN",102,92,1,11,70,10
"2521","NEAR NORTH SIDE","2020","Vehicle/Other",2882,398,3,33,244,118
"2522","NEAR SOUTH SIDE","2018","PEDALCYCLIST",22,14,0,1,10,3
"2523","NEAR SOUTH SIDE","2018","PEDESTRIAN",44,35,0,10,19,6
"2524","NEAR SOUTH SIDE","2018","Vehicle/Other",1377,161,0,21,89,51
"2525","NEAR SOUTH SIDE","2019","PEDALCYCLIST",17,12,0,0,9,3
"2526","NEAR SOUTH SIDE","2019","PEDESTRIAN",45,39,0,3,31,5
"2527","NEAR SOUTH SIDE","2019","Vehicle/Other",1520,212,1,17,107,87
"2528","NEAR SOUTH SIDE","2020","PEDALCYCLIST",13,11,0,2,7,2
"2529","NEAR SOUTH SIDE","2020","PEDESTRIAN",17,15,1,1,10,3
"2530","NEAR SOUTH SIDE","2020","Vehicle/Other",816,126,0,12,59,55
"2531","NEAR WEST SIDE","2018","PEDALCYCLIST",126,74,1,12,52,9
"2532","NEAR WEST SIDE","2018","PEDESTRIAN",182,155,0,23,104,28
"2533","NEAR WEST SIDE","2018","Vehicle/Other",6008,832,1,80,435,316
"2534","NEAR WEST SIDE","2019","PEDALCYCLIST",139,79,0,11,53,15
"2535","NEAR WEST SIDE","2019","PEDESTRIAN",178,163,0,26,105,32
"2536","NEAR WEST SIDE","2019","Vehicle/Other",5728,837,8,80,469,280
"2537","NEAR WEST SIDE","2020","PEDALCYCLIST",67,48,1,5,35,7
"2538","NEAR WEST SIDE","2020","PEDESTRIAN",100,83,3,10,56,14
"2539","NEAR WEST SIDE","2020","Vehicle/Other",3343,541,1,39,295,206
