"","tract","year","crash_type","crashes","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident"
"3261","17031081402","2017","PEDESTRIAN",5,5,0,0,2,3
"3262","17031081402","2017","Vehicle/Other",220,62,0,7,31,24
"3263","17031081403","2009","PEDALCYCLIST",3,3,0,1,1,1
"3264","17031081403","2009","PEDESTRIAN",16,17,0,5,8,4
"3265","17031081403","2009","Vehicle/Other",194,36,1,4,11,21
"3266","17031081403","2010","PEDALCYCLIST",5,4,0,1,2,1
"3267","17031081403","2010","PEDESTRIAN",14,16,0,5,7,4
"3268","17031081403","2010","Vehicle/Other",181,37,0,3,19,15
"3269","17031081403","2011","PEDALCYCLIST",2,2,0,1,1,0
"3270","17031081403","2011","PEDESTRIAN",20,22,2,5,9,8
"3271","17031081403","2011","Vehicle/Other",170,20,0,1,11,8
"3272","17031081403","2012","PEDALCYCLIST",1,1,0,1,0,0
"3273","17031081403","2012","PEDESTRIAN",7,7,0,0,5,2
"3274","17031081403","2012","Vehicle/Other",158,22,0,0,13,9
"3275","17031081403","2013","PEDALCYCLIST",1,1,0,0,1,0
"3276","17031081403","2013","PEDESTRIAN",17,15,0,1,8,6
"3277","17031081403","2013","Vehicle/Other",192,28,0,1,12,15
"3278","17031081403","2014","PEDALCYCLIST",8,8,0,2,4,2
"3279","17031081403","2014","PEDESTRIAN",23,23,0,2,13,8
"3280","17031081403","2014","Vehicle/Other",214,21,0,3,7,11
"3281","17031081403","2015","PEDALCYCLIST",2,2,0,1,1,0
"3282","17031081403","2015","PEDESTRIAN",15,15,0,4,8,3
"3283","17031081403","2015","Vehicle/Other",221,38,0,2,19,17
"3284","17031081403","2016","PEDALCYCLIST",2,2,0,0,0,2
"3285","17031081403","2016","PEDESTRIAN",15,15,0,2,5,8
"3286","17031081403","2016","Vehicle/Other",293,34,0,4,15,15
"3287","17031081403","2017","PEDALCYCLIST",3,3,0,1,2,0
"3288","17031081403","2017","PEDESTRIAN",15,16,0,4,8,4
"3289","17031081403","2017","Vehicle/Other",252,28,0,2,17,9
"3290","17031081500","2009","PEDALCYCLIST",4,4,0,1,2,1
"3291","17031081500","2009","PEDESTRIAN",22,22,0,1,10,11
"3292","17031081500","2009","Vehicle/Other",155,24,0,3,13,8
"3293","17031081500","2010","PEDALCYCLIST",7,6,0,0,4,2
"3294","17031081500","2010","PEDESTRIAN",11,12,0,0,5,7
"3295","17031081500","2010","Vehicle/Other",138,12,0,0,5,7
"3296","17031081500","2011","PEDALCYCLIST",3,3,0,1,1,1
"3297","17031081500","2011","PEDESTRIAN",19,19,0,1,9,9
"3298","17031081500","2011","Vehicle/Other",172,18,0,1,6,11
"3299","17031081500","2012","PEDALCYCLIST",4,4,0,2,1,1
"3300","17031081500","2012","PEDESTRIAN",10,10,0,0,6,4
"3301","17031081500","2012","Vehicle/Other",181,21,0,1,9,11
"3302","17031081500","2013","PEDALCYCLIST",7,7,0,0,3,4
"3303","17031081500","2013","PEDESTRIAN",18,16,0,3,8,5
"3304","17031081500","2013","Vehicle/Other",156,17,0,4,2,11
"3305","17031081500","2014","PEDALCYCLIST",10,9,0,0,3,6
"3306","17031081500","2014","PEDESTRIAN",22,22,0,4,9,9
"3307","17031081500","2014","Vehicle/Other",200,22,0,1,10,11
"3308","17031081500","2015","PEDALCYCLIST",11,10,0,3,7,0
"3309","17031081500","2015","PEDESTRIAN",19,17,0,3,7,7
"3310","17031081500","2015","Vehicle/Other",311,31,0,3,13,15
"3311","17031081500","2016","PEDALCYCLIST",8,6,0,0,2,4
"3312","17031081500","2016","PEDESTRIAN",28,31,0,1,13,17
"3313","17031081500","2016","Vehicle/Other",342,26,0,0,14,12
"3314","17031081500","2017","PEDALCYCLIST",5,5,0,1,2,2
"3315","17031081500","2017","PEDESTRIAN",24,24,0,5,13,6
"3316","17031081500","2017","Vehicle/Other",341,36,0,4,21,11
"3317","17031081600","2009","PEDALCYCLIST",7,6,0,1,3,2
"3318","17031081600","2009","PEDESTRIAN",11,11,0,0,4,7
"3319","17031081600","2009","Vehicle/Other",103,23,0,4,11,8
"3320","17031081600","2010","PEDALCYCLIST",3,2,0,0,2,0
"3321","17031081600","2010","PEDESTRIAN",12,12,0,3,7,2
"3322","17031081600","2010","Vehicle/Other",103,16,0,2,11,3
"3323","17031081600","2011","PEDALCYCLIST",5,5,0,0,3,2
"3324","17031081600","2011","PEDESTRIAN",12,12,0,2,5,5
"3325","17031081600","2011","Vehicle/Other",101,8,0,0,3,5
"3326","17031081600","2012","PEDALCYCLIST",5,5,0,0,2,3
"3327","17031081600","2012","PEDESTRIAN",17,18,0,2,10,6
"3328","17031081600","2012","Vehicle/Other",99,13,0,2,5,6
"3329","17031081600","2013","PEDALCYCLIST",7,7,0,1,2,4
"3330","17031081600","2013","PEDESTRIAN",10,11,0,1,7,3
"3331","17031081600","2013","Vehicle/Other",106,13,0,0,8,5
"3332","17031081600","2014","PEDALCYCLIST",6,5,0,0,4,1
"3333","17031081600","2014","PEDESTRIAN",12,12,0,1,7,4
"3334","17031081600","2014","Vehicle/Other",129,27,0,2,10,15
"3335","17031081600","2015","PEDALCYCLIST",4,4,0,1,2,1
"3336","17031081600","2015","PEDESTRIAN",11,11,0,2,5,4
"3337","17031081600","2015","Vehicle/Other",106,12,0,0,7,5
"3338","17031081600","2016","PEDALCYCLIST",2,2,0,0,2,0
"3339","17031081600","2016","PEDESTRIAN",14,13,1,3,4,6
"3340","17031081600","2016","Vehicle/Other",156,13,0,3,7,3
"3341","17031081600","2017","PEDALCYCLIST",3,3,0,0,2,1
"3342","17031081600","2017","PEDESTRIAN",12,11,0,1,9,1
"3343","17031081600","2017","Vehicle/Other",120,10,0,1,6,3
"3344","17031081700","2009","PEDALCYCLIST",6,7,0,0,2,5
"3345","17031081700","2009","PEDESTRIAN",26,26,0,4,13,9
"3346","17031081700","2009","Vehicle/Other",308,39,0,1,15,23
"3347","17031081700","2010","PEDALCYCLIST",12,12,0,0,7,5
"3348","17031081700","2010","PEDESTRIAN",20,19,0,2,7,10
"3349","17031081700","2010","Vehicle/Other",306,45,0,2,26,17
"3350","17031081700","2011","PEDALCYCLIST",14,12,0,0,7,5
"3351","17031081700","2011","PEDESTRIAN",34,38,0,6,20,12
"3352","17031081700","2011","Vehicle/Other",297,49,0,2,22,25
"3353","17031081700","2012","PEDALCYCLIST",10,9,0,0,5,4
"3354","17031081700","2012","PEDESTRIAN",17,16,0,1,11,4
"3355","17031081700","2012","Vehicle/Other",286,39,0,1,16,22
"3356","17031081700","2013","PEDALCYCLIST",11,10,0,1,4,5
"3357","17031081700","2013","PEDESTRIAN",24,24,0,4,11,9
"3358","17031081700","2013","Vehicle/Other",334,46,0,7,16,23
"3359","17031081700","2014","PEDALCYCLIST",11,11,0,0,8,3
"3360","17031081700","2014","PEDESTRIAN",16,16,0,1,10,5
"3361","17031081700","2014","Vehicle/Other",375,55,0,13,23,19
"3362","17031081700","2015","PEDALCYCLIST",13,12,0,0,6,6
"3363","17031081700","2015","PEDESTRIAN",38,39,0,9,22,8
"3364","17031081700","2015","Vehicle/Other",368,50,0,7,20,23
"3365","17031081700","2016","PEDALCYCLIST",10,8,0,1,7,0
"3366","17031081700","2016","PEDESTRIAN",32,31,0,3,15,13
"3367","17031081700","2016","Vehicle/Other",437,44,0,4,13,27
"3368","17031081700","2017","PEDALCYCLIST",10,10,0,1,7,2
"3369","17031081700","2017","PEDESTRIAN",27,27,0,7,13,7
"3370","17031081700","2017","Vehicle/Other",453,39,0,6,17,16
"3371","17031081800","2009","PEDALCYCLIST",7,7,0,1,5,1
"3372","17031081800","2009","PEDESTRIAN",18,18,0,2,8,8
"3373","17031081800","2009","Vehicle/Other",261,29,0,3,16,10
"3374","17031081800","2010","PEDALCYCLIST",14,14,0,0,8,6
"3375","17031081800","2010","PEDESTRIAN",13,13,0,2,5,6
"3376","17031081800","2010","Vehicle/Other",304,55,0,12,25,18
"3377","17031081800","2011","PEDALCYCLIST",9,10,0,0,7,3
"3378","17031081800","2011","PEDESTRIAN",10,11,0,1,4,6
"3379","17031081800","2011","Vehicle/Other",297,29,0,4,12,13
"3380","17031081800","2012","PEDALCYCLIST",12,12,0,0,5,7
"3381","17031081800","2012","PEDESTRIAN",27,28,0,7,14,7
"3382","17031081800","2012","Vehicle/Other",279,39,0,4,15,20
"3383","17031081800","2013","PEDALCYCLIST",14,12,0,0,9,3
"3384","17031081800","2013","PEDESTRIAN",10,10,0,2,4,4
"3385","17031081800","2013","Vehicle/Other",280,53,0,6,21,26
"3386","17031081800","2014","PEDALCYCLIST",22,22,0,3,14,5
"3387","17031081800","2014","PEDESTRIAN",12,12,0,4,7,1
"3388","17031081800","2014","Vehicle/Other",363,52,0,6,28,18
"3389","17031081800","2015","PEDALCYCLIST",11,9,0,0,5,4
"3390","17031081800","2015","PEDESTRIAN",20,20,0,5,10,5
"3391","17031081800","2015","Vehicle/Other",434,52,0,5,15,32
"3392","17031081800","2016","PEDALCYCLIST",15,15,0,1,7,7
"3393","17031081800","2016","PEDESTRIAN",13,13,0,1,4,8
"3394","17031081800","2016","Vehicle/Other",421,71,0,4,33,34
"3395","17031081800","2017","PEDALCYCLIST",19,17,0,2,9,6
"3396","17031081800","2017","PEDESTRIAN",23,22,0,2,10,10
"3397","17031081800","2017","Vehicle/Other",487,77,1,16,35,26
"3398","17031081800",NA,"Vehicle/Other",1,0,0,0,0,0
"3399","17031081900","2009","PEDALCYCLIST",2,2,0,1,1,0
"3400","17031081900","2009","PEDESTRIAN",5,5,0,0,3,2
"3401","17031081900","2009","Vehicle/Other",35,6,0,1,2,3
"3402","17031081900","2010","PEDALCYCLIST",1,1,0,0,0,1
"3403","17031081900","2010","PEDESTRIAN",3,4,0,1,2,1
"3404","17031081900","2010","Vehicle/Other",24,1,0,0,1,0
"3405","17031081900","2011","PEDESTRIAN",1,1,0,0,1,0
"3406","17031081900","2011","Vehicle/Other",45,7,0,0,2,5
"3407","17031081900","2012","PEDALCYCLIST",1,1,0,0,1,0
"3408","17031081900","2012","Vehicle/Other",32,2,0,1,1,0
"3409","17031081900","2013","Vehicle/Other",25,2,0,0,1,1
"3410","17031081900","2014","PEDALCYCLIST",3,2,0,1,0,1
"3411","17031081900","2014","PEDESTRIAN",1,1,0,0,1,0
"3412","17031081900","2014","Vehicle/Other",35,6,0,2,3,1
"3413","17031081900","2015","PEDALCYCLIST",1,1,0,0,1,0
"3414","17031081900","2015","PEDESTRIAN",4,4,0,0,2,2
"3415","17031081900","2015","Vehicle/Other",38,8,0,2,4,2
"3416","17031081900","2016","PEDALCYCLIST",1,1,0,1,0,0
"3417","17031081900","2016","PEDESTRIAN",2,2,0,0,0,2
"3418","17031081900","2016","Vehicle/Other",40,8,0,0,7,1
"3419","17031081900","2017","PEDALCYCLIST",1,1,0,0,1,0
"3420","17031081900","2017","PEDESTRIAN",1,1,0,0,0,1
"3421","17031081900","2017","Vehicle/Other",41,15,0,3,8,4
"3422","17031090100","2009","PEDALCYCLIST",1,1,0,0,1,0
"3423","17031090100","2009","Vehicle/Other",26,2,0,0,2,0
"3424","17031090100","2010","PEDALCYCLIST",2,2,0,0,2,0
"3425","17031090100","2010","Vehicle/Other",21,5,0,0,4,1
"3426","17031090100","2011","Vehicle/Other",17,1,0,1,0,0
"3427","17031090100","2012","Vehicle/Other",11,0,0,0,0,0
"3428","17031090100","2013","PEDALCYCLIST",1,1,0,0,1,0
"3429","17031090100","2013","Vehicle/Other",11,2,0,1,1,0
"3430","17031090100","2014","Vehicle/Other",27,3,0,0,2,1
"3431","17031090100","2015","Vehicle/Other",27,1,0,0,1,0
"3432","17031090100","2016","PEDESTRIAN",1,1,0,0,1,0
"3433","17031090100","2016","Vehicle/Other",20,5,0,0,4,1
"3434","17031090100","2017","Vehicle/Other",45,11,0,1,6,4
"3435","17031090200","2009","PEDALCYCLIST",2,2,0,1,0,1
"3436","17031090200","2009","PEDESTRIAN",1,1,0,0,0,1
"3437","17031090200","2009","Vehicle/Other",167,28,1,3,12,13
"3438","17031090200","2010","PEDALCYCLIST",2,2,0,0,2,0
"3439","17031090200","2010","PEDESTRIAN",3,3,0,1,2,0
"3440","17031090200","2010","Vehicle/Other",151,33,0,8,11,14
"3441","17031090200","2011","PEDESTRIAN",4,4,0,0,4,0
"3442","17031090200","2011","Vehicle/Other",150,21,0,3,6,12
"3443","17031090200","2012","PEDALCYCLIST",3,3,0,2,1,0
"3444","17031090200","2012","PEDESTRIAN",3,3,0,0,3,0
"3445","17031090200","2012","Vehicle/Other",150,16,0,2,5,9
"3446","17031090200","2013","PEDALCYCLIST",2,2,0,0,2,0
"3447","17031090200","2013","PEDESTRIAN",5,4,0,1,2,1
"3448","17031090200","2013","Vehicle/Other",139,11,0,0,4,7
"3449","17031090200","2014","PEDALCYCLIST",1,1,0,0,1,0
"3450","17031090200","2014","PEDESTRIAN",3,3,0,1,1,1
"3451","17031090200","2014","Vehicle/Other",155,20,0,0,9,11
"3452","17031090200","2015","PEDALCYCLIST",3,2,0,2,0,0
"3453","17031090200","2015","PEDESTRIAN",4,3,0,0,3,0
"3454","17031090200","2015","Vehicle/Other",205,29,0,4,11,14
"3455","17031090200","2016","PEDALCYCLIST",1,0,0,0,0,0
"3456","17031090200","2016","PEDESTRIAN",3,3,0,1,1,1
"3457","17031090200","2016","Vehicle/Other",169,18,0,4,8,6
"3458","17031090200","2017","PEDALCYCLIST",1,1,0,1,0,0
"3459","17031090200","2017","PEDESTRIAN",3,3,0,0,2,1
"3460","17031090200","2017","Vehicle/Other",164,18,0,2,9,7
"3461","17031090300","2009","PEDESTRIAN",1,1,0,0,0,1
"3462","17031090300","2009","Vehicle/Other",41,12,0,3,4,5
"3463","17031090300","2010","PEDALCYCLIST",2,1,0,0,1,0
"3464","17031090300","2010","PEDESTRIAN",1,1,0,0,0,1
"3465","17031090300","2010","Vehicle/Other",29,5,0,1,1,3
"3466","17031090300","2011","PEDALCYCLIST",1,1,0,0,0,1
"3467","17031090300","2011","Vehicle/Other",41,3,0,0,2,1
"3468","17031090300","2012","Vehicle/Other",37,6,0,0,2,4
"3469","17031090300","2013","Vehicle/Other",41,1,0,0,1,0
"3470","17031090300","2014","PEDESTRIAN",1,1,0,0,1,0
"3471","17031090300","2014","Vehicle/Other",44,11,0,3,4,4
"3472","17031090300","2015","Vehicle/Other",45,13,0,2,5,6
"3473","17031090300","2016","PEDESTRIAN",1,1,0,0,1,0
"3474","17031090300","2016","Vehicle/Other",52,15,0,1,9,5
"3475","17031090300","2017","Vehicle/Other",53,10,0,0,8,2
"3476","17031100100","2009","PEDALCYCLIST",4,4,0,0,2,2
"3477","17031100100","2009","PEDESTRIAN",2,2,0,0,2,0
"3478","17031100100","2009","Vehicle/Other",171,46,0,15,12,19
"3479","17031100100","2010","PEDESTRIAN",1,1,0,0,1,0
"3480","17031100100","2010","Vehicle/Other",157,22,0,3,9,10
"3481","17031100100","2011","PEDALCYCLIST",3,3,0,0,2,1
"3482","17031100100","2011","PEDESTRIAN",2,2,0,1,1,0
"3483","17031100100","2011","Vehicle/Other",154,28,0,3,15,10
"3484","17031100100","2012","PEDALCYCLIST",3,3,0,0,3,0
"3485","17031100100","2012","PEDESTRIAN",3,2,0,1,0,1
"3486","17031100100","2012","Vehicle/Other",174,28,0,3,11,14
"3487","17031100100","2013","PEDALCYCLIST",6,6,0,0,5,1
"3488","17031100100","2013","PEDESTRIAN",4,4,0,0,4,0
"3489","17031100100","2013","Vehicle/Other",179,26,0,6,7,13
"3490","17031100100","2014","PEDALCYCLIST",6,5,0,0,3,2
"3491","17031100100","2014","PEDESTRIAN",3,3,0,1,1,1
"3492","17031100100","2014","Vehicle/Other",171,23,2,4,11,8
"3493","17031100100","2015","PEDALCYCLIST",2,2,0,0,1,1
"3494","17031100100","2015","PEDESTRIAN",4,4,0,1,3,0
"3495","17031100100","2015","Vehicle/Other",190,30,1,6,15,9
"3496","17031100100","2016","PEDALCYCLIST",3,3,0,0,1,2
"3497","17031100100","2016","PEDESTRIAN",3,2,1,0,1,1
"3498","17031100100","2016","Vehicle/Other",204,32,0,1,19,12
"3499","17031100100","2017","PEDALCYCLIST",1,1,0,1,0,0
"3500","17031100100","2017","PEDESTRIAN",2,1,0,0,0,1
"3501","17031100100","2017","Vehicle/Other",181,16,1,3,9,4
"3502","17031100200","2009","PEDALCYCLIST",6,6,0,0,1,5
"3503","17031100200","2009","PEDESTRIAN",4,4,0,0,3,1
"3504","17031100200","2009","Vehicle/Other",222,42,0,5,13,24
"3505","17031100200","2010","PEDALCYCLIST",3,3,0,0,1,2
"3506","17031100200","2010","PEDESTRIAN",4,3,0,1,0,2
"3507","17031100200","2010","Vehicle/Other",207,35,1,4,13,18
"3508","17031100200","2011","PEDALCYCLIST",4,3,0,0,2,1
"3509","17031100200","2011","PEDESTRIAN",1,1,0,0,1,0
"3510","17031100200","2011","Vehicle/Other",151,19,0,4,7,8
"3511","17031100200","2012","PEDALCYCLIST",7,7,0,2,2,3
"3512","17031100200","2012","PEDESTRIAN",1,1,0,0,0,1
"3513","17031100200","2012","Vehicle/Other",171,30,0,5,10,15
"3514","17031100200","2013","PEDALCYCLIST",7,6,0,1,3,2
"3515","17031100200","2013","PEDESTRIAN",2,2,0,0,1,1
"3516","17031100200","2013","Vehicle/Other",182,31,0,6,14,11
"3517","17031100200","2014","PEDALCYCLIST",1,0,0,0,0,0
"3518","17031100200","2014","PEDESTRIAN",2,2,0,0,2,0
"3519","17031100200","2014","Vehicle/Other",175,31,1,1,22,8
"3520","17031100200","2015","PEDALCYCLIST",6,7,0,1,6,0
"3521","17031100200","2015","PEDESTRIAN",2,2,0,1,1,0
"3522","17031100200","2015","Vehicle/Other",209,41,0,2,21,18
"3523","17031100200","2016","PEDALCYCLIST",1,1,0,0,1,0
"3524","17031100200","2016","PEDESTRIAN",3,3,0,0,2,1
"3525","17031100200","2016","Vehicle/Other",196,35,0,5,20,10
"3526","17031100200","2017","PEDALCYCLIST",8,8,0,1,5,2
"3527","17031100200","2017","PEDESTRIAN",2,1,1,0,1,0
"3528","17031100200","2017","Vehicle/Other",258,45,2,8,19,18
"3529","17031100300","2009","PEDALCYCLIST",1,1,0,0,0,1
"3530","17031100300","2009","PEDESTRIAN",5,5,0,1,2,2
"3531","17031100300","2009","Vehicle/Other",128,30,0,5,15,10
"3532","17031100300","2010","PEDALCYCLIST",1,1,0,1,0,0
"3533","17031100300","2010","Vehicle/Other",99,21,0,1,9,11
"3534","17031100300","2011","PEDESTRIAN",1,1,0,1,0,0
"3535","17031100300","2011","Vehicle/Other",104,18,1,4,7,7
"3536","17031100300","2012","PEDALCYCLIST",1,1,0,0,1,0
"3537","17031100300","2012","PEDESTRIAN",3,3,0,0,2,1
"3538","17031100300","2012","Vehicle/Other",94,31,0,1,15,15
"3539","17031100300","2013","PEDALCYCLIST",2,2,0,0,1,1
"3540","17031100300","2013","PEDESTRIAN",1,1,0,0,1,0
"3541","17031100300","2013","Vehicle/Other",111,19,0,1,7,11
"3542","17031100300","2014","PEDESTRIAN",1,2,0,0,2,0
"3543","17031100300","2014","Vehicle/Other",135,16,0,0,3,13
"3544","17031100300","2015","PEDALCYCLIST",3,3,0,0,2,1
"3545","17031100300","2015","PEDESTRIAN",6,6,0,1,4,1
"3546","17031100300","2015","Vehicle/Other",119,26,0,6,14,6
"3547","17031100300","2016","PEDALCYCLIST",1,1,0,0,0,1
"3548","17031100300","2016","PEDESTRIAN",2,2,0,0,1,1
"3549","17031100300","2016","Vehicle/Other",111,35,0,7,14,14
"3550","17031100300","2017","PEDALCYCLIST",2,3,0,0,2,1
"3551","17031100300","2017","PEDESTRIAN",3,3,0,0,1,2
"3552","17031100300","2017","Vehicle/Other",122,24,0,4,14,6
"3553","17031100400","2009","PEDALCYCLIST",1,1,0,0,1,0
"3554","17031100400","2009","Vehicle/Other",36,8,0,5,2,1
"3555","17031100400","2010","Vehicle/Other",40,11,1,1,2,8
"3556","17031100400","2011","PEDALCYCLIST",1,0,0,0,0,0
"3557","17031100400","2011","PEDESTRIAN",2,2,0,1,1,0
"3558","17031100400","2011","Vehicle/Other",29,7,0,1,1,5
"3559","17031100400","2012","PEDESTRIAN",1,1,0,0,1,0
"3560","17031100400","2012","Vehicle/Other",31,4,1,1,2,1
"3561","17031100400","2013","Vehicle/Other",35,10,0,0,2,8
"3562","17031100400","2014","PEDESTRIAN",2,2,0,1,1,0
"3563","17031100400","2014","Vehicle/Other",50,11,0,0,4,7
"3564","17031100400","2015","PEDESTRIAN",2,2,0,0,0,2
"3565","17031100400","2015","Vehicle/Other",44,10,0,1,5,4
"3566","17031100400","2016","PEDESTRIAN",1,1,0,0,0,1
"3567","17031100400","2016","Vehicle/Other",42,10,0,0,5,5
"3568","17031100400","2017","PEDALCYCLIST",1,1,0,0,0,1
"3569","17031100400","2017","PEDESTRIAN",2,2,0,0,1,1
"3570","17031100400","2017","Vehicle/Other",44,10,0,5,3,2
"3571","17031100500","2009","PEDALCYCLIST",5,5,0,1,2,2
"3572","17031100500","2009","PEDESTRIAN",2,2,0,1,1,0
"3573","17031100500","2009","Vehicle/Other",181,43,0,3,21,19
"3574","17031100500","2010","PEDALCYCLIST",1,1,0,0,0,1
"3575","17031100500","2010","PEDESTRIAN",6,6,0,2,3,1
"3576","17031100500","2010","Vehicle/Other",157,38,0,9,11,18
"3577","17031100500","2011","PEDESTRIAN",2,2,0,0,0,2
"3578","17031100500","2011","Vehicle/Other",202,45,0,1,23,21
"3579","17031100500","2012","PEDALCYCLIST",2,2,0,0,1,1
"3580","17031100500","2012","PEDESTRIAN",2,2,0,0,1,1
"3581","17031100500","2012","Vehicle/Other",177,25,2,4,10,11
"3582","17031100500","2013","PEDALCYCLIST",3,3,0,1,1,1
"3583","17031100500","2013","PEDESTRIAN",1,2,0,0,2,0
"3584","17031100500","2013","Vehicle/Other",221,45,0,2,27,16
"3585","17031100500","2014","PEDALCYCLIST",2,2,0,0,2,0
"3586","17031100500","2014","PEDESTRIAN",1,1,0,0,1,0
"3587","17031100500","2014","Vehicle/Other",241,33,0,6,21,6
"3588","17031100500","2015","PEDALCYCLIST",1,1,0,1,0,0
"3589","17031100500","2015","PEDESTRIAN",2,2,0,1,1,0
"3590","17031100500","2015","Vehicle/Other",171,32,1,6,20,6
"3591","17031100500","2016","PEDALCYCLIST",2,2,0,0,1,1
"3592","17031100500","2016","PEDESTRIAN",2,2,0,0,1,1
"3593","17031100500","2016","Vehicle/Other",205,33,0,5,15,13
"3594","17031100500","2017","PEDALCYCLIST",1,1,0,0,0,1
"3595","17031100500","2017","Vehicle/Other",229,34,0,2,15,17
"3596","17031100600","2009","PEDALCYCLIST",1,1,0,1,0,0
"3597","17031100600","2009","PEDESTRIAN",4,4,0,0,1,3
"3598","17031100600","2009","Vehicle/Other",236,53,0,10,21,22
"3599","17031100600","2010","PEDALCYCLIST",2,2,0,0,1,1
"3600","17031100600","2010","PEDESTRIAN",2,2,0,0,1,1
"3601","17031100600","2010","Vehicle/Other",287,81,1,4,37,40
"3602","17031100600","2011","PEDALCYCLIST",6,7,0,0,2,5
"3603","17031100600","2011","PEDESTRIAN",2,2,0,0,2,0
"3604","17031100600","2011","Vehicle/Other",240,58,1,8,27,23
"3605","17031100600","2012","PEDALCYCLIST",1,1,0,0,1,0
"3606","17031100600","2012","PEDESTRIAN",5,5,0,0,4,1
"3607","17031100600","2012","Vehicle/Other",250,41,0,3,23,15
"3608","17031100600","2013","PEDALCYCLIST",2,2,0,0,2,0
"3609","17031100600","2013","PEDESTRIAN",4,4,0,0,3,1
"3610","17031100600","2013","Vehicle/Other",321,59,0,6,30,23
"3611","17031100600","2014","PEDALCYCLIST",3,3,0,0,3,0
"3612","17031100600","2014","PEDESTRIAN",3,2,0,0,1,1
"3613","17031100600","2014","Vehicle/Other",283,57,0,4,26,27
"3614","17031100600","2015","PEDALCYCLIST",1,1,0,0,1,0
"3615","17031100600","2015","PEDESTRIAN",3,3,0,0,2,1
"3616","17031100600","2015","Vehicle/Other",309,59,1,6,35,18
"3617","17031100600","2016","PEDALCYCLIST",2,2,0,0,1,1
"3618","17031100600","2016","PEDESTRIAN",1,1,0,1,0,0
"3619","17031100600","2016","Vehicle/Other",312,64,1,7,31,26
"3620","17031100600","2017","PEDALCYCLIST",2,2,0,0,0,2
"3621","17031100600","2017","PEDESTRIAN",3,3,0,0,1,2
"3622","17031100600","2017","Vehicle/Other",313,41,0,4,28,9
"3623","17031100700","2009","PEDALCYCLIST",2,2,0,0,2,0
"3624","17031100700","2009","PEDESTRIAN",3,3,0,0,3,0
"3625","17031100700","2009","Vehicle/Other",80,27,0,8,12,7
"3626","17031100700","2010","Vehicle/Other",66,16,0,1,7,8
"3627","17031100700","2011","PEDESTRIAN",4,4,0,0,2,2
"3628","17031100700","2011","Vehicle/Other",79,19,0,1,8,10
"3629","17031100700","2012","PEDALCYCLIST",1,1,0,0,0,1
"3630","17031100700","2012","Vehicle/Other",74,14,0,1,5,8
"3631","17031100700","2013","PEDALCYCLIST",2,2,0,0,0,2
"3632","17031100700","2013","PEDESTRIAN",3,3,0,0,3,0
"3633","17031100700","2013","Vehicle/Other",71,13,0,4,4,5
"3634","17031100700","2014","PEDESTRIAN",1,2,0,0,2,0
"3635","17031100700","2014","Vehicle/Other",83,22,0,0,12,10
"3636","17031100700","2015","PEDESTRIAN",2,2,0,0,1,1
"3637","17031100700","2015","Vehicle/Other",100,21,0,1,13,7
"3638","17031100700","2016","PEDALCYCLIST",4,3,0,0,1,2
"3639","17031100700","2016","PEDESTRIAN",2,2,0,0,1,1
"3640","17031100700","2016","Vehicle/Other",82,14,1,1,11,2
"3641","17031100700","2017","PEDESTRIAN",2,2,0,1,0,1
"3642","17031100700","2017","Vehicle/Other",76,18,0,0,6,12
"3643","17031110100","2009","PEDALCYCLIST",2,2,0,1,1,0
"3644","17031110100","2009","PEDESTRIAN",4,4,0,1,1,2
"3645","17031110100","2009","Vehicle/Other",107,18,0,2,5,11
"3646","17031110100","2010","PEDALCYCLIST",2,2,0,0,2,0
"3647","17031110100","2010","PEDESTRIAN",1,1,0,0,0,1
"3648","17031110100","2010","Vehicle/Other",111,24,0,1,8,15
"3649","17031110100","2011","PEDALCYCLIST",2,2,0,0,1,1
"3650","17031110100","2011","PEDESTRIAN",2,2,0,0,1,1
"3651","17031110100","2011","Vehicle/Other",125,34,0,4,15,15
"3652","17031110100","2012","PEDALCYCLIST",3,3,0,0,1,2
"3653","17031110100","2012","PEDESTRIAN",2,2,0,0,1,1
"3654","17031110100","2012","Vehicle/Other",132,28,1,3,17,8
"3655","17031110100","2013","PEDALCYCLIST",4,4,0,2,1,1
"3656","17031110100","2013","PEDESTRIAN",2,3,0,1,2,0
"3657","17031110100","2013","Vehicle/Other",142,32,0,2,13,17
"3658","17031110100","2014","PEDALCYCLIST",4,4,0,1,0,3
"3659","17031110100","2014","PEDESTRIAN",4,3,1,0,3,0
"3660","17031110100","2014","Vehicle/Other",139,45,0,6,19,20
"3661","17031110100","2015","PEDALCYCLIST",3,4,0,0,2,2
"3662","17031110100","2015","PEDESTRIAN",2,2,0,1,1,0
"3663","17031110100","2015","Vehicle/Other",141,31,0,4,12,15
"3664","17031110100","2016","PEDALCYCLIST",1,1,0,0,0,1
"3665","17031110100","2016","Vehicle/Other",134,11,0,1,4,6
"3666","17031110100","2017","PEDALCYCLIST",3,3,0,0,2,1
"3667","17031110100","2017","PEDESTRIAN",2,2,0,0,2,0
"3668","17031110100","2017","Vehicle/Other",135,22,0,1,10,11
"3669","17031110200","2009","PEDALCYCLIST",2,2,0,1,0,1
"3670","17031110200","2009","PEDESTRIAN",2,2,0,0,1,1
