"","tract","year","crash_type","crashes","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident"
"1272","17031110502","2018","PEDALCYCLIST",1,0,0,0,0,0
"1273","17031110502","2018","PEDESTRIAN",9,9,0,1,5,3
"1274","17031110502","2018","Vehicle/Other",171,23,0,1,8,14
"1275","17031110502","2019","PEDALCYCLIST",2,2,0,0,1,1
"1276","17031110502","2019","PEDESTRIAN",9,9,0,4,5,0
"1277","17031110502","2019","Vehicle/Other",172,13,0,1,4,8
"1278","17031110502","2020","PEDESTRIAN",3,3,0,1,1,1
"1279","17031110502","2020","Vehicle/Other",93,17,0,3,9,5
"1280","17031120100","2018","PEDALCYCLIST",3,3,0,1,2,0
"1281","17031120100","2018","PEDESTRIAN",1,1,0,0,1,0
"1282","17031120100","2018","Vehicle/Other",230,37,0,9,14,14
"1283","17031120100","2019","PEDALCYCLIST",1,0,0,0,0,0
"1284","17031120100","2019","PEDESTRIAN",1,1,0,0,1,0
"1285","17031120100","2019","Vehicle/Other",159,28,0,2,15,11
"1286","17031120100","2020","PEDALCYCLIST",2,2,0,0,2,0
"1287","17031120100","2020","PEDESTRIAN",2,2,0,2,0,0
"1288","17031120100","2020","Vehicle/Other",113,19,0,1,11,7
"1289","17031120200","2018","PEDALCYCLIST",2,1,0,1,0,0
"1290","17031120200","2018","PEDESTRIAN",1,1,0,0,1,0
"1291","17031120200","2018","Vehicle/Other",296,38,0,8,17,13
"1292","17031120200","2019","PEDALCYCLIST",5,3,0,1,1,1
"1293","17031120200","2019","PEDESTRIAN",4,3,0,0,3,0
"1294","17031120200","2019","Vehicle/Other",240,52,1,2,32,17
"1295","17031120200","2020","PEDESTRIAN",2,2,0,0,2,0
"1296","17031120200","2020","Vehicle/Other",139,31,0,2,22,7
"1297","17031120300","2018","PEDALCYCLIST",2,2,0,0,2,0
"1298","17031120300","2018","PEDESTRIAN",4,3,0,2,1,0
"1299","17031120300","2018","Vehicle/Other",155,22,0,1,11,10
"1300","17031120300","2019","PEDESTRIAN",2,2,0,1,1,0
"1301","17031120300","2019","Vehicle/Other",125,22,0,2,10,10
"1302","17031120300","2020","PEDALCYCLIST",2,2,0,0,2,0
"1303","17031120300","2020","Vehicle/Other",83,21,0,4,11,6
"1304","17031120400","2018","PEDALCYCLIST",1,1,0,0,1,0
"1305","17031120400","2018","PEDESTRIAN",1,1,0,0,0,1
"1306","17031120400","2018","Vehicle/Other",233,34,0,4,14,16
"1307","17031120400","2019","PEDALCYCLIST",3,3,0,2,1,0
"1308","17031120400","2019","PEDESTRIAN",1,1,0,0,1,0
"1309","17031120400","2019","Vehicle/Other",232,43,0,7,23,13
"1310","17031120400","2020","PEDALCYCLIST",1,1,0,0,1,0
"1311","17031120400","2020","Vehicle/Other",136,8,0,0,6,2
"1312","17031130100","2018","PEDALCYCLIST",1,1,1,0,0,0
"1313","17031130100","2018","PEDESTRIAN",3,3,0,2,1,0
"1314","17031130100","2018","Vehicle/Other",320,54,0,6,20,28
"1315","17031130100","2019","PEDALCYCLIST",6,4,0,0,2,2
"1316","17031130100","2019","PEDESTRIAN",4,4,0,0,3,1
"1317","17031130100","2019","Vehicle/Other",304,28,0,3,15,10
"1318","17031130100","2020","PEDALCYCLIST",2,2,0,1,1,0
"1319","17031130100","2020","Vehicle/Other",168,43,0,4,24,15
"1320","17031130200","2018","PEDALCYCLIST",2,1,0,0,1,0
"1321","17031130200","2018","PEDESTRIAN",1,1,0,0,1,0
"1322","17031130200","2018","Vehicle/Other",148,35,0,4,27,4
"1323","17031130200","2019","PEDALCYCLIST",1,1,0,0,1,0
"1324","17031130200","2019","PEDESTRIAN",6,7,0,1,6,0
"1325","17031130200","2019","Vehicle/Other",156,22,0,2,8,12
"1326","17031130200","2020","PEDALCYCLIST",1,1,0,0,0,1
"1327","17031130200","2020","PEDESTRIAN",3,3,0,1,1,1
"1328","17031130200","2020","Vehicle/Other",100,18,0,2,9,7
"1329","17031130300","2018","PEDALCYCLIST",5,3,0,0,2,1
"1330","17031130300","2018","PEDESTRIAN",1,0,0,0,0,0
"1331","17031130300","2018","Vehicle/Other",134,18,1,2,11,4
"1332","17031130300","2019","PEDALCYCLIST",2,0,0,0,0,0
"1333","17031130300","2019","PEDESTRIAN",9,9,0,0,7,2
"1334","17031130300","2019","Vehicle/Other",140,18,0,2,6,10
"1335","17031130300","2020","PEDALCYCLIST",3,2,0,0,2,0
"1336","17031130300","2020","PEDESTRIAN",4,4,0,1,3,0
"1337","17031130300","2020","Vehicle/Other",90,6,0,1,2,3
"1338","17031140100","2018","PEDALCYCLIST",2,1,0,0,1,0
"1339","17031140100","2018","PEDESTRIAN",1,0,0,0,0,0
"1340","17031140100","2018","Vehicle/Other",90,9,0,1,5,3
"1341","17031140100","2019","PEDALCYCLIST",1,1,0,0,1,0
"1342","17031140100","2019","PEDESTRIAN",2,1,0,0,0,1
"1343","17031140100","2019","Vehicle/Other",59,4,0,0,4,0
"1344","17031140100","2020","Vehicle/Other",50,13,0,3,8,2
"1345","17031140200","2018","PEDALCYCLIST",7,5,0,1,4,0
"1346","17031140200","2018","PEDESTRIAN",3,3,0,0,3,0
"1347","17031140200","2018","Vehicle/Other",143,28,0,2,13,13
"1348","17031140200","2019","PEDALCYCLIST",4,4,0,0,3,1
"1349","17031140200","2019","PEDESTRIAN",2,2,0,2,0,0
"1350","17031140200","2019","Vehicle/Other",131,6,0,1,1,4
"1351","17031140200","2020","PEDALCYCLIST",3,3,0,1,1,1
"1352","17031140200","2020","PEDESTRIAN",4,4,0,0,3,1
"1353","17031140200","2020","Vehicle/Other",92,7,0,0,3,4
"1354","17031140301","2018","PEDALCYCLIST",2,1,0,0,1,0
"1355","17031140301","2018","PEDESTRIAN",3,3,0,0,2,1
"1356","17031140301","2018","Vehicle/Other",65,7,0,0,4,3
"1357","17031140301","2019","PEDALCYCLIST",2,1,0,0,1,0
"1358","17031140301","2019","PEDESTRIAN",4,4,0,1,3,0
"1359","17031140301","2019","Vehicle/Other",63,3,0,0,3,0
"1360","17031140301","2020","PEDALCYCLIST",4,2,0,0,2,0
"1361","17031140301","2020","PEDESTRIAN",4,4,0,0,4,0
"1362","17031140301","2020","Vehicle/Other",67,8,0,1,1,6
"1363","17031140302","2018","PEDALCYCLIST",2,1,0,0,1,0
"1364","17031140302","2018","PEDESTRIAN",2,2,0,1,1,0
"1365","17031140302","2018","Vehicle/Other",59,3,0,1,0,2
"1366","17031140302","2019","PEDESTRIAN",2,2,0,1,1,0
"1367","17031140302","2019","Vehicle/Other",74,3,0,0,1,2
"1368","17031140302","2020","PEDALCYCLIST",2,2,0,0,1,1
"1369","17031140302","2020","PEDESTRIAN",2,1,0,0,1,0
"1370","17031140302","2020","Vehicle/Other",45,7,0,1,3,3
"1371","17031140400","2018","PEDALCYCLIST",2,2,0,0,2,0
"1372","17031140400","2018","PEDESTRIAN",3,3,0,0,1,2
"1373","17031140400","2018","Vehicle/Other",176,15,0,1,10,4
"1374","17031140400","2019","PEDALCYCLIST",6,6,0,1,5,0
"1375","17031140400","2019","PEDESTRIAN",4,5,0,0,4,1
"1376","17031140400","2019","Vehicle/Other",215,24,0,5,7,12
"1377","17031140400","2020","PEDALCYCLIST",2,1,0,0,1,0
"1378","17031140400","2020","PEDESTRIAN",2,1,0,0,1,0
"1379","17031140400","2020","Vehicle/Other",132,16,0,1,4,11
"1380","17031140500","2018","PEDALCYCLIST",1,0,0,0,0,0
"1381","17031140500","2018","PEDESTRIAN",2,2,0,1,1,0
"1382","17031140500","2018","Vehicle/Other",129,19,0,1,15,3
"1383","17031140500","2019","PEDALCYCLIST",3,3,0,1,2,0
"1384","17031140500","2019","PEDESTRIAN",4,3,0,2,1,0
"1385","17031140500","2019","Vehicle/Other",125,14,0,1,9,4
"1386","17031140500","2020","PEDALCYCLIST",3,3,0,2,1,0
"1387","17031140500","2020","PEDESTRIAN",3,4,1,2,1,0
"1388","17031140500","2020","Vehicle/Other",64,9,0,2,6,1
"1389","17031140601","2018","PEDALCYCLIST",3,3,0,1,2,0
"1390","17031140601","2018","PEDESTRIAN",3,4,0,0,3,1
"1391","17031140601","2018","Vehicle/Other",103,12,0,2,2,8
"1392","17031140601","2019","PEDALCYCLIST",2,1,0,0,1,0
"1393","17031140601","2019","PEDESTRIAN",2,1,0,0,1,0
"1394","17031140601","2019","Vehicle/Other",104,9,0,1,1,7
"1395","17031140601","2020","PEDESTRIAN",4,4,0,1,1,2
"1396","17031140601","2020","Vehicle/Other",81,13,0,1,9,3
"1397","17031140602","2018","PEDALCYCLIST",5,4,0,0,2,2
"1398","17031140602","2018","PEDESTRIAN",3,3,0,2,1,0
"1399","17031140602","2018","Vehicle/Other",102,8,1,1,3,3
"1400","17031140602","2019","Vehicle/Other",64,3,0,0,1,2
"1401","17031140602","2020","PEDALCYCLIST",2,2,0,0,2,0
"1402","17031140602","2020","Vehicle/Other",65,4,0,0,1,3
"1403","17031140701","2018","PEDALCYCLIST",1,1,0,0,1,0
"1404","17031140701","2018","PEDESTRIAN",5,5,0,2,3,0
"1405","17031140701","2018","Vehicle/Other",84,12,0,2,7,3
"1406","17031140701","2019","PEDESTRIAN",3,3,0,1,1,1
"1407","17031140701","2019","Vehicle/Other",70,6,0,0,4,2
"1408","17031140701","2020","PEDALCYCLIST",3,1,0,0,0,1
"1409","17031140701","2020","PEDESTRIAN",3,3,0,0,3,0
"1410","17031140701","2020","Vehicle/Other",56,5,0,1,3,1
"1411","17031140702","2018","PEDALCYCLIST",3,1,0,0,1,0
"1412","17031140702","2018","PEDESTRIAN",12,12,0,4,6,2
"1413","17031140702","2018","Vehicle/Other",127,6,0,0,4,2
"1414","17031140702","2019","PEDALCYCLIST",2,3,0,1,2,0
"1415","17031140702","2019","PEDESTRIAN",7,6,0,1,4,1
"1416","17031140702","2019","Vehicle/Other",143,10,0,4,2,4
"1417","17031140702","2020","PEDALCYCLIST",2,2,0,0,2,0
"1418","17031140702","2020","PEDESTRIAN",6,5,0,1,4,0
"1419","17031140702","2020","Vehicle/Other",115,6,0,1,2,3
"1420","17031140800","2018","PEDALCYCLIST",8,7,0,0,3,4
"1421","17031140800","2018","PEDESTRIAN",6,5,0,0,4,1
"1422","17031140800","2018","Vehicle/Other",118,9,0,1,4,4
"1423","17031140800","2019","PEDALCYCLIST",6,5,0,1,3,1
"1424","17031140800","2019","PEDESTRIAN",5,5,0,1,4,0
"1425","17031140800","2019","Vehicle/Other",106,12,0,2,6,4
"1426","17031140800","2020","PEDALCYCLIST",8,6,0,0,6,0
"1427","17031140800","2020","PEDESTRIAN",2,2,0,1,1,0
"1428","17031140800","2020","Vehicle/Other",84,11,0,2,4,5
"1429","17031150200","2018","PEDALCYCLIST",5,5,0,2,2,1
"1430","17031150200","2018","PEDESTRIAN",5,5,0,3,2,0
"1431","17031150200","2018","Vehicle/Other",426,56,0,10,28,18
"1432","17031150200","2019","PEDALCYCLIST",8,6,0,1,5,0
"1433","17031150200","2019","PEDESTRIAN",7,5,0,0,5,0
"1434","17031150200","2019","Vehicle/Other",407,52,0,6,35,11
"1435","17031150200","2020","PEDALCYCLIST",9,5,0,1,4,0
"1436","17031150200","2020","PEDESTRIAN",6,5,0,0,5,0
"1437","17031150200","2020","Vehicle/Other",282,36,0,6,20,10
"1438","17031150300","2018","PEDALCYCLIST",4,3,0,0,3,0
"1439","17031150300","2018","PEDESTRIAN",7,8,0,0,5,3
"1440","17031150300","2018","Vehicle/Other",254,35,0,3,17,15
"1441","17031150300","2019","PEDALCYCLIST",4,4,0,2,2,0
"1442","17031150300","2019","PEDESTRIAN",3,2,0,1,1,0
"1443","17031150300","2019","Vehicle/Other",233,19,0,1,12,6
"1444","17031150300","2020","PEDALCYCLIST",8,5,0,0,2,3
"1445","17031150300","2020","PEDESTRIAN",3,3,0,0,3,0
"1446","17031150300","2020","Vehicle/Other",182,29,0,3,20,6
"1447","17031150401","2018","PEDALCYCLIST",3,3,0,0,3,0
"1448","17031150401","2018","PEDESTRIAN",4,4,0,0,1,3
"1449","17031150401","2018","Vehicle/Other",151,23,0,7,11,5
"1450","17031150401","2019","PEDALCYCLIST",3,2,0,0,2,0
"1451","17031150401","2019","PEDESTRIAN",4,4,0,1,2,1
"1452","17031150401","2019","Vehicle/Other",125,24,0,3,14,7
"1453","17031150401","2020","PEDALCYCLIST",5,5,0,0,5,0
"1454","17031150401","2020","PEDESTRIAN",2,2,0,0,1,1
"1455","17031150401","2020","Vehicle/Other",91,9,0,0,9,0
"1456","17031150402","2018","PEDALCYCLIST",3,1,0,0,1,0
"1457","17031150402","2018","PEDESTRIAN",1,1,0,0,1,0
"1458","17031150402","2018","Vehicle/Other",110,18,0,4,11,3
"1459","17031150402","2019","PEDALCYCLIST",1,1,0,1,0,0
"1460","17031150402","2019","PEDESTRIAN",5,5,0,0,5,0
"1461","17031150402","2019","Vehicle/Other",104,12,0,6,6,0
"1462","17031150402","2020","PEDESTRIAN",5,5,0,2,1,2
"1463","17031150402","2020","Vehicle/Other",88,8,0,1,3,4
"1464","17031150501","2018","PEDESTRIAN",2,1,0,1,0,0
"1465","17031150501","2018","Vehicle/Other",68,13,0,2,9,2
"1466","17031150501","2019","PEDALCYCLIST",1,0,0,0,0,0
"1467","17031150501","2019","Vehicle/Other",88,11,0,1,5,5
"1468","17031150501","2020","Vehicle/Other",37,4,0,2,2,0
"1469","17031150502","2018","PEDALCYCLIST",1,1,0,0,0,1
"1470","17031150502","2018","PEDESTRIAN",4,3,0,1,2,0
"1471","17031150502","2018","Vehicle/Other",181,17,0,0,11,6
"1472","17031150502","2019","PEDALCYCLIST",1,1,0,0,0,1
"1473","17031150502","2019","PEDESTRIAN",3,3,0,3,0,0
"1474","17031150502","2019","Vehicle/Other",158,28,0,3,10,15
"1475","17031150502","2020","PEDALCYCLIST",3,2,0,1,1,0
"1476","17031150502","2020","Vehicle/Other",111,13,0,1,6,6
"1477","17031150600","2018","PEDALCYCLIST",3,2,0,1,0,1
"1478","17031150600","2018","PEDESTRIAN",5,5,0,2,2,1
"1479","17031150600","2018","Vehicle/Other",125,25,0,2,7,16
"1480","17031150600","2019","PEDALCYCLIST",2,2,0,1,1,0
"1481","17031150600","2019","PEDESTRIAN",7,6,0,1,4,1
"1482","17031150600","2019","Vehicle/Other",123,16,0,4,8,4
"1483","17031150600","2020","PEDALCYCLIST",2,2,0,0,2,0
"1484","17031150600","2020","PEDESTRIAN",6,5,0,1,3,1
"1485","17031150600","2020","Vehicle/Other",81,7,1,0,3,3
"1486","17031150700","2018","PEDALCYCLIST",3,1,0,0,1,0
"1487","17031150700","2018","PEDESTRIAN",3,3,0,1,2,0
"1488","17031150700","2018","Vehicle/Other",128,19,0,0,12,7
"1489","17031150700","2019","PEDALCYCLIST",1,1,0,0,1,0
"1490","17031150700","2019","PEDESTRIAN",3,3,0,0,3,0
"1491","17031150700","2019","Vehicle/Other",133,19,0,0,16,3
"1492","17031150700","2020","PEDESTRIAN",2,2,0,0,2,0
"1493","17031150700","2020","Vehicle/Other",91,8,0,0,7,1
"1494","17031150800","2018","PEDALCYCLIST",3,2,0,0,1,1
"1495","17031150800","2018","PEDESTRIAN",5,4,0,0,4,0
"1496","17031150800","2018","Vehicle/Other",149,22,0,6,8,8
"1497","17031150800","2019","PEDALCYCLIST",3,1,0,0,1,0
"1498","17031150800","2019","PEDESTRIAN",2,1,0,0,1,0
"1499","17031150800","2019","Vehicle/Other",147,22,1,6,10,5
"1500","17031150800","2020","PEDALCYCLIST",1,1,0,1,0,0
"1501","17031150800","2020","PEDESTRIAN",3,3,0,0,1,2
"1502","17031150800","2020","Vehicle/Other",128,16,0,4,6,6
"1503","17031151001","2018","Vehicle/Other",66,9,0,1,7,1
"1504","17031151001","2019","PEDALCYCLIST",3,2,0,0,2,0
"1505","17031151001","2019","PEDESTRIAN",2,2,0,1,1,0
"1506","17031151001","2019","Vehicle/Other",74,14,0,2,8,4
"1507","17031151001","2020","PEDALCYCLIST",1,0,0,0,0,0
"1508","17031151001","2020","PEDESTRIAN",1,1,0,0,1,0
"1509","17031151001","2020","Vehicle/Other",42,11,0,1,7,3
"1510","17031151002","2018","PEDALCYCLIST",3,3,0,0,2,1
"1511","17031151002","2018","PEDESTRIAN",8,6,0,1,3,2
"1512","17031151002","2018","Vehicle/Other",200,22,0,1,11,10
"1513","17031151002","2019","PEDALCYCLIST",4,4,0,0,3,1
"1514","17031151002","2019","PEDESTRIAN",9,10,0,1,9,0
"1515","17031151002","2019","Vehicle/Other",198,19,0,0,13,6
"1516","17031151002","2020","PEDALCYCLIST",1,1,0,1,0,0
"1517","17031151002","2020","PEDESTRIAN",7,8,0,0,8,0
"1518","17031151002","2020","Vehicle/Other",154,28,0,4,11,13
"1519","17031151100","2018","PEDESTRIAN",1,1,0,0,1,0
"1520","17031151100","2018","Vehicle/Other",159,19,0,3,11,5
"1521","17031151100","2019","PEDALCYCLIST",1,1,0,0,1,0
"1522","17031151100","2019","PEDESTRIAN",8,9,0,3,4,2
"1523","17031151100","2019","Vehicle/Other",175,20,0,5,12,3
"1524","17031151100","2020","PEDALCYCLIST",2,3,0,1,1,1
"1525","17031151100","2020","PEDESTRIAN",5,7,0,1,6,0
"1526","17031151100","2020","Vehicle/Other",134,24,0,7,12,5
"1527","17031151200","2018","PEDALCYCLIST",2,2,0,0,2,0
"1528","17031151200","2018","PEDESTRIAN",2,2,0,0,1,1
"1529","17031151200","2018","Vehicle/Other",128,15,0,2,6,7
"1530","17031151200","2019","PEDALCYCLIST",1,1,0,0,1,0
"1531","17031151200","2019","PEDESTRIAN",7,5,0,1,2,2
"1532","17031151200","2019","Vehicle/Other",137,25,0,2,15,8
"1533","17031151200","2020","PEDALCYCLIST",2,0,0,0,0,0
"1534","17031151200","2020","PEDESTRIAN",5,4,0,1,2,1
"1535","17031151200","2020","Vehicle/Other",128,16,0,1,7,8
"1536","17031160100","2018","PEDESTRIAN",3,3,0,0,2,1
"1537","17031160100","2018","Vehicle/Other",145,16,0,1,11,4
"1538","17031160100","2019","PEDESTRIAN",1,1,0,1,0,0
"1539","17031160100","2019","Vehicle/Other",128,21,0,3,10,8
"1540","17031160100","2020","PEDALCYCLIST",2,2,0,0,2,0
"1541","17031160100","2020","PEDESTRIAN",1,1,0,1,0,0
"1542","17031160100","2020","Vehicle/Other",90,14,0,2,4,8
"1543","17031160200","2018","PEDALCYCLIST",4,4,0,1,3,0
"1544","17031160200","2018","PEDESTRIAN",2,2,0,2,0,0
"1545","17031160200","2018","Vehicle/Other",112,12,0,2,5,5
"1546","17031160200","2019","PEDESTRIAN",2,2,0,0,2,0
"1547","17031160200","2019","Vehicle/Other",130,14,0,4,7,3
"1548","17031160200","2020","PEDESTRIAN",1,1,0,1,0,0
"1549","17031160200","2020","Vehicle/Other",82,11,1,3,3,4
"1550","17031160300","2018","PEDALCYCLIST",3,1,0,0,1,0
"1551","17031160300","2018","PEDESTRIAN",3,3,0,0,3,0
"1552","17031160300","2018","Vehicle/Other",197,16,0,3,7,6
"1553","17031160300","2019","PEDALCYCLIST",1,1,0,0,1,0
"1554","17031160300","2019","PEDESTRIAN",5,4,0,2,1,1
"1555","17031160300","2019","Vehicle/Other",190,16,0,0,12,4
"1556","17031160300","2020","PEDALCYCLIST",2,2,0,1,1,0
"1557","17031160300","2020","PEDESTRIAN",9,7,0,1,3,3
"1558","17031160300","2020","Vehicle/Other",128,18,0,1,9,8
"1559","17031160400","2018","PEDALCYCLIST",1,0,0,0,0,0
"1560","17031160400","2018","PEDESTRIAN",5,3,0,1,1,1
"1561","17031160400","2018","Vehicle/Other",204,19,0,2,11,6
"1562","17031160400","2019","PEDALCYCLIST",3,3,0,0,2,1
"1563","17031160400","2019","PEDESTRIAN",3,3,0,0,2,1
"1564","17031160400","2019","Vehicle/Other",166,24,0,1,11,12
"1565","17031160400","2020","PEDALCYCLIST",2,2,0,0,1,1
"1566","17031160400","2020","PEDESTRIAN",3,2,0,0,0,2
"1567","17031160400","2020","Vehicle/Other",139,19,0,1,11,7
"1568","17031160501","2018","PEDALCYCLIST",3,2,0,0,2,0
"1569","17031160501","2018","PEDESTRIAN",3,3,0,0,3,0
"1570","17031160501","2018","Vehicle/Other",93,7,0,0,5,2
"1571","17031160501","2019","PEDALCYCLIST",3,2,0,0,2,0
"1572","17031160501","2019","PEDESTRIAN",2,1,0,0,1,0
"1573","17031160501","2019","Vehicle/Other",86,6,0,1,5,0
"1574","17031160501","2020","PEDESTRIAN",2,2,0,0,2,0
"1575","17031160501","2020","Vehicle/Other",59,5,0,0,2,3
"1576","17031160502","2018","PEDALCYCLIST",5,5,0,0,4,1
"1577","17031160502","2018","PEDESTRIAN",4,3,0,0,2,1
"1578","17031160502","2018","Vehicle/Other",106,18,0,1,10,7
"1579","17031160502","2019","PEDALCYCLIST",3,2,0,0,2,0
"1580","17031160502","2019","PEDESTRIAN",1,1,0,0,1,0
"1581","17031160502","2019","Vehicle/Other",95,20,0,2,16,2
"1582","17031160502","2020","PEDALCYCLIST",2,2,0,0,1,1
"1583","17031160502","2020","Vehicle/Other",77,13,0,1,3,9
"1584","17031160601","2018","PEDALCYCLIST",2,1,0,0,1,0
"1585","17031160601","2018","PEDESTRIAN",2,2,0,0,1,1
"1586","17031160601","2018","Vehicle/Other",51,4,0,1,0,3
"1587","17031160601","2019","PEDESTRIAN",1,1,0,0,1,0
"1588","17031160601","2019","Vehicle/Other",42,8,0,1,3,4
"1589","17031160601","2020","PEDALCYCLIST",1,2,0,0,2,0
"1590","17031160601","2020","PEDESTRIAN",3,2,0,1,0,1
"1591","17031160601","2020","Vehicle/Other",36,4,0,0,3,1
"1592","17031160602","2018","PEDALCYCLIST",4,3,0,1,2,0
"1593","17031160602","2018","PEDESTRIAN",3,2,0,1,1,0
"1594","17031160602","2018","Vehicle/Other",77,12,0,2,4,6
"1595","17031160602","2019","PEDALCYCLIST",1,1,0,0,1,0
"1596","17031160602","2019","PEDESTRIAN",2,2,0,0,2,0
"1597","17031160602","2019","Vehicle/Other",88,17,0,1,4,12
"1598","17031160602","2020","PEDALCYCLIST",1,0,0,0,0,0
"1599","17031160602","2020","PEDESTRIAN",2,2,0,1,1,0
"1600","17031160602","2020","Vehicle/Other",51,4,1,0,1,2
"1601","17031160700","2018","PEDALCYCLIST",4,3,0,0,3,0
"1602","17031160700","2018","PEDESTRIAN",4,4,0,1,3,0
"1603","17031160700","2018","Vehicle/Other",145,14,0,0,10,4
"1604","17031160700","2019","PEDALCYCLIST",3,2,0,0,2,0
"1605","17031160700","2019","PEDESTRIAN",1,1,0,0,1,0
"1606","17031160700","2019","Vehicle/Other",150,16,0,0,8,8
"1607","17031160700","2020","PEDALCYCLIST",2,2,0,0,2,0
"1608","17031160700","2020","PEDESTRIAN",3,3,0,0,1,2
"1609","17031160700","2020","Vehicle/Other",97,12,0,1,7,4
"1610","17031160800","2018","PEDALCYCLIST",3,3,0,0,1,2
"1611","17031160800","2018","PEDESTRIAN",2,2,0,0,2,0
"1612","17031160800","2018","Vehicle/Other",232,39,0,1,21,17
"1613","17031160800","2019","PEDALCYCLIST",3,3,0,0,2,1
"1614","17031160800","2019","PEDESTRIAN",3,3,0,1,2,0
"1615","17031160800","2019","Vehicle/Other",224,21,0,1,7,13
"1616","17031160800","2020","PEDALCYCLIST",2,1,0,0,1,0
"1617","17031160800","2020","PEDESTRIAN",2,2,0,0,2,0
"1618","17031160800","2020","Vehicle/Other",152,14,0,1,9,4
"1619","17031160900","2018","PEDALCYCLIST",2,1,0,0,1,0
"1620","17031160900","2018","PEDESTRIAN",5,5,0,1,2,2
"1621","17031160900","2018","Vehicle/Other",140,12,0,2,6,4
"1622","17031160900","2019","PEDALCYCLIST",2,1,0,0,0,1
"1623","17031160900","2019","PEDESTRIAN",3,3,0,0,2,1
"1624","17031160900","2019","Vehicle/Other",167,18,0,2,9,7
"1625","17031160900","2020","PEDALCYCLIST",4,2,0,1,1,0
"1626","17031160900","2020","PEDESTRIAN",2,2,0,0,2,0
"1627","17031160900","2020","Vehicle/Other",99,17,0,5,9,3
"1628","17031161000","2018","PEDALCYCLIST",5,3,0,1,2,0
"1629","17031161000","2018","PEDESTRIAN",3,3,0,3,0,0
"1630","17031161000","2018","Vehicle/Other",138,11,0,2,4,5
"1631","17031161000","2019","PEDALCYCLIST",2,1,0,1,0,0
"1632","17031161000","2019","PEDESTRIAN",1,1,0,0,1,0
"1633","17031161000","2019","Vehicle/Other",130,19,0,0,11,8
"1634","17031161000","2020","PEDALCYCLIST",3,2,0,1,1,0
"1635","17031161000","2020","Vehicle/Other",85,10,0,0,8,2
"1636","17031161100","2018","PEDALCYCLIST",1,0,0,0,0,0
"1637","17031161100","2018","PEDESTRIAN",1,1,0,0,1,0
"1638","17031161100","2018","Vehicle/Other",86,5,0,1,2,2
"1639","17031161100","2019","PEDALCYCLIST",3,3,1,1,1,0
"1640","17031161100","2019","PEDESTRIAN",3,3,0,1,1,1
"1641","17031161100","2019","Vehicle/Other",79,12,0,1,5,6
"1642","17031161100","2020","PEDALCYCLIST",2,0,0,0,0,0
"1643","17031161100","2020","PEDESTRIAN",1,1,0,0,1,0
"1644","17031161100","2020","Vehicle/Other",48,4,0,1,1,2
"1645","17031161200","2018","PEDALCYCLIST",3,2,0,0,2,0
"1646","17031161200","2018","PEDESTRIAN",4,3,0,0,2,1
"1647","17031161200","2018","Vehicle/Other",71,6,0,1,5,0
"1648","17031161200","2019","PEDALCYCLIST",2,2,0,0,2,0
"1649","17031161200","2019","PEDESTRIAN",2,2,0,1,1,0
"1650","17031161200","2019","Vehicle/Other",77,12,0,3,7,2
"1651","17031161200","2020","PEDALCYCLIST",1,1,0,1,0,0
"1652","17031161200","2020","PEDESTRIAN",2,2,0,0,2,0
"1653","17031161200","2020","Vehicle/Other",66,3,0,0,2,1
"1654","17031161300","2018","PEDALCYCLIST",1,1,0,0,1,0
"1655","17031161300","2018","PEDESTRIAN",8,8,0,3,3,2
"1656","17031161300","2018","Vehicle/Other",170,33,0,0,14,19
"1657","17031161300","2019","PEDESTRIAN",4,4,0,1,1,2
"1658","17031161300","2019","Vehicle/Other",183,24,0,5,8,11
"1659","17031161300","2020","PEDALCYCLIST",2,1,0,0,0,1
"1660","17031161300","2020","PEDESTRIAN",1,0,0,0,0,0
"1661","17031161300","2020","Vehicle/Other",116,24,0,1,16,7
"1662","17031170100","2018","PEDALCYCLIST",3,2,0,0,2,0
"1663","17031170100","2018","PEDESTRIAN",4,4,0,0,2,2
"1664","17031170100","2018","Vehicle/Other",160,28,0,2,8,18
"1665","17031170100","2019","PEDALCYCLIST",1,1,0,0,1,0
"1666","17031170100","2019","PEDESTRIAN",7,8,0,3,5,0
"1667","17031170100","2019","Vehicle/Other",164,30,1,3,17,9
"1668","17031170100","2020","PEDALCYCLIST",1,1,0,0,1,0
"1669","17031170100","2020","PEDESTRIAN",2,2,0,0,2,0
"1670","17031170100","2020","Vehicle/Other",108,17,0,2,9,6
"1671","17031170200","2018","PEDALCYCLIST",1,0,0,0,0,0
"1672","17031170200","2018","PEDESTRIAN",2,1,0,0,1,0
"1673","17031170200","2018","Vehicle/Other",110,18,0,1,8,9
"1674","17031170200","2019","PEDALCYCLIST",2,2,0,0,2,0
"1675","17031170200","2019","PEDESTRIAN",3,2,0,0,2,0
"1676","17031170200","2019","Vehicle/Other",118,10,0,3,3,4
"1677","17031170200","2020","PEDALCYCLIST",2,2,0,0,2,0
"1678","17031170200","2020","Vehicle/Other",89,24,0,1,16,7
"1679","17031170300","2018","PEDALCYCLIST",5,5,0,1,2,2
"1680","17031170300","2018","PEDESTRIAN",3,3,0,0,2,1
"1681","17031170300","2018","Vehicle/Other",217,35,0,3,18,14
