"","commarea","year","crash_type","crashes","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident"
"362","LOGAN SQUARE","2020","PEDESTRIAN",35,39,0,9,24,6
"363","LOGAN SQUARE","2020","Vehicle/Other",1719,269,4,27,153,85
"364","LOOP","2018","PEDALCYCLIST",90,48,0,5,34,9
"365","LOOP","2018","PEDESTRIAN",147,125,0,17,84,24
"366","LOOP","2018","Vehicle/Other",4590,547,4,64,310,169
"367","LOOP","2019","PEDALCYCLIST",84,50,0,4,41,5
"368","LOOP","2019","PEDESTRIAN",178,162,1,23,99,39
"369","LOOP","2019","Vehicle/Other",4240,550,4,57,256,233
"370","LOOP","2020","PEDALCYCLIST",31,16,0,5,6,5
"371","LOOP","2020","PEDESTRIAN",63,47,0,9,30,8
"372","LOOP","2020","Vehicle/Other",1987,374,2,46,214,112
"373","LOWER WEST SIDE","2018","PEDALCYCLIST",36,24,0,7,14,3
"374","LOWER WEST SIDE","2018","PEDESTRIAN",41,40,0,3,29,8
"375","LOWER WEST SIDE","2018","Vehicle/Other",1793,240,1,15,142,82
"376","LOWER WEST SIDE","2019","PEDALCYCLIST",37,23,0,3,17,3
"377","LOWER WEST SIDE","2019","PEDESTRIAN",33,31,0,4,18,9
"378","LOWER WEST SIDE","2019","Vehicle/Other",1839,214,0,13,112,89
"379","LOWER WEST SIDE","2020","PEDALCYCLIST",21,15,0,1,11,3
"380","LOWER WEST SIDE","2020","PEDESTRIAN",24,25,0,12,11,2
"381","LOWER WEST SIDE","2020","Vehicle/Other",1260,187,2,19,100,66
"382","MCKINLEY PARK","2018","PEDALCYCLIST",9,8,0,0,6,2
"383","MCKINLEY PARK","2018","PEDESTRIAN",19,16,0,7,5,4
"384","MCKINLEY PARK","2018","Vehicle/Other",786,137,0,13,72,52
"385","MCKINLEY PARK","2019","PEDALCYCLIST",12,8,0,1,6,1
"386","MCKINLEY PARK","2019","PEDESTRIAN",16,11,0,2,7,2
"387","MCKINLEY PARK","2019","Vehicle/Other",845,134,0,12,82,40
"388","MCKINLEY PARK","2020","PEDALCYCLIST",7,3,0,0,3,0
"389","MCKINLEY PARK","2020","PEDESTRIAN",9,7,1,1,5,0
"390","MCKINLEY PARK","2020","Vehicle/Other",670,95,1,21,44,29
"391","MONTCLARE","2018","PEDALCYCLIST",11,8,0,2,6,0
"392","MONTCLARE","2018","PEDESTRIAN",5,4,0,3,0,1
"393","MONTCLARE","2018","Vehicle/Other",477,78,1,9,32,36
"394","MONTCLARE","2019","PEDALCYCLIST",1,1,0,0,1,0
"395","MONTCLARE","2019","PEDESTRIAN",14,13,0,2,9,2
"396","MONTCLARE","2019","Vehicle/Other",477,77,0,7,44,26
"397","MONTCLARE","2020","PEDALCYCLIST",9,7,0,1,4,2
"398","MONTCLARE","2020","PEDESTRIAN",9,9,0,0,7,2
"399","MONTCLARE","2020","Vehicle/Other",372,50,0,2,35,13
"400","MORGAN PARK","2018","PEDALCYCLIST",5,4,0,0,3,1
"401","MORGAN PARK","2018","PEDESTRIAN",21,18,0,3,12,3
"402","MORGAN PARK","2018","Vehicle/Other",933,159,1,15,69,74
"403","MORGAN PARK","2019","PEDALCYCLIST",8,8,0,3,5,0
"404","MORGAN PARK","2019","PEDESTRIAN",19,18,0,3,7,8
"405","MORGAN PARK","2019","Vehicle/Other",800,158,0,13,81,64
"406","MORGAN PARK","2020","PEDALCYCLIST",2,2,0,0,2,0
"407","MORGAN PARK","2020","PEDESTRIAN",17,18,1,2,7,8
"408","MORGAN PARK","2020","Vehicle/Other",827,159,5,11,86,57
"409","MOUNT GREENWOOD","2018","PEDALCYCLIST",8,4,0,0,3,1
"410","MOUNT GREENWOOD","2018","PEDESTRIAN",6,4,0,1,2,1
"411","MOUNT GREENWOOD","2018","Vehicle/Other",541,73,0,7,43,23
"412","MOUNT GREENWOOD","2019","PEDALCYCLIST",4,4,0,1,3,0
"413","MOUNT GREENWOOD","2019","PEDESTRIAN",7,5,0,0,2,3
"414","MOUNT GREENWOOD","2019","Vehicle/Other",536,105,1,7,45,52
"415","MOUNT GREENWOOD","2020","PEDALCYCLIST",7,4,0,1,3,0
"416","MOUNT GREENWOOD","2020","PEDESTRIAN",8,5,2,1,1,1
"417","MOUNT GREENWOOD","2020","Vehicle/Other",426,59,0,3,32,24
"418","NEAR NORTH SIDE","2018","PEDALCYCLIST",152,87,0,14,61,12
"419","NEAR NORTH SIDE","2018","PEDESTRIAN",221,197,0,32,121,44
"420","NEAR NORTH SIDE","2018","Vehicle/Other",5889,643,2,65,352,224
"421","NEAR NORTH SIDE","2019","PEDALCYCLIST",152,93,0,7,71,15
"422","NEAR NORTH SIDE","2019","PEDESTRIAN",259,227,2,30,148,47
"423","NEAR NORTH SIDE","2019","Vehicle/Other",5623,490,1,52,235,202
"424","NEAR NORTH SIDE","2020","PEDALCYCLIST",88,60,0,6,47,7
"425","NEAR NORTH SIDE","2020","PEDESTRIAN",102,92,1,11,70,10
"426","NEAR NORTH SIDE","2020","Vehicle/Other",2882,398,3,33,244,118
"427","NEAR SOUTH SIDE","2018","PEDALCYCLIST",22,14,0,1,10,3
"428","NEAR SOUTH SIDE","2018","PEDESTRIAN",44,35,0,10,19,6
"429","NEAR SOUTH SIDE","2018","Vehicle/Other",1377,161,0,21,89,51
"430","NEAR SOUTH SIDE","2019","PEDALCYCLIST",17,12,0,0,9,3
"431","NEAR SOUTH SIDE","2019","PEDESTRIAN",45,39,0,3,31,5
"432","NEAR SOUTH SIDE","2019","Vehicle/Other",1520,212,1,17,107,87
"433","NEAR SOUTH SIDE","2020","PEDALCYCLIST",13,11,0,2,7,2
"434","NEAR SOUTH SIDE","2020","PEDESTRIAN",17,15,1,1,10,3
"435","NEAR SOUTH SIDE","2020","Vehicle/Other",816,126,0,12,59,55
"436","NEAR WEST SIDE","2018","PEDALCYCLIST",126,74,1,12,52,9
"437","NEAR WEST SIDE","2018","PEDESTRIAN",182,155,0,23,104,28
"438","NEAR WEST SIDE","2018","Vehicle/Other",6008,832,1,80,435,316
"439","NEAR WEST SIDE","2019","PEDALCYCLIST",139,79,0,11,53,15
"440","NEAR WEST SIDE","2019","PEDESTRIAN",178,163,0,26,105,32
"441","NEAR WEST SIDE","2019","Vehicle/Other",5728,837,8,80,469,280
"442","NEAR WEST SIDE","2020","PEDALCYCLIST",67,48,1,5,35,7
"443","NEAR WEST SIDE","2020","PEDESTRIAN",100,83,3,10,56,14
"444","NEAR WEST SIDE","2020","Vehicle/Other",3343,541,1,39,295,206
"445","NEW CITY","2018","PEDALCYCLIST",16,11,0,0,8,3
"446","NEW CITY","2018","PEDESTRIAN",49,45,0,13,23,9
"447","NEW CITY","2018","Vehicle/Other",1487,250,2,25,129,94
"448","NEW CITY","2019","PEDALCYCLIST",16,12,0,1,8,3
"449","NEW CITY","2019","PEDESTRIAN",38,34,0,12,19,3
"450","NEW CITY","2019","Vehicle/Other",1541,248,1,30,136,81
"451","NEW CITY","2020","PEDALCYCLIST",15,12,0,2,10,0
"452","NEW CITY","2020","PEDESTRIAN",36,35,1,6,22,6
"453","NEW CITY","2020","Vehicle/Other",1468,311,3,34,189,85
"454","NORTH CENTER","2018","PEDALCYCLIST",37,25,0,1,21,3
"455","NORTH CENTER","2018","PEDESTRIAN",37,31,0,5,17,9
"456","NORTH CENTER","2018","Vehicle/Other",1069,120,0,7,64,49
"457","NORTH CENTER","2019","PEDALCYCLIST",23,17,0,1,13,3
"458","NORTH CENTER","2019","PEDESTRIAN",25,19,0,2,13,4
"459","NORTH CENTER","2019","Vehicle/Other",1034,132,0,10,65,57
"460","NORTH CENTER","2020","PEDALCYCLIST",23,17,0,3,11,3
"461","NORTH CENTER","2020","PEDESTRIAN",13,13,0,1,9,3
"462","NORTH CENTER","2020","Vehicle/Other",661,83,1,10,42,30
"463","NORTH LAWNDALE","2018","PEDALCYCLIST",19,16,0,3,12,1
"464","NORTH LAWNDALE","2018","PEDESTRIAN",65,66,1,14,38,13
"465","NORTH LAWNDALE","2018","Vehicle/Other",1907,464,1,42,240,181
"466","NORTH LAWNDALE","2019","PEDALCYCLIST",22,13,0,1,7,5
"467","NORTH LAWNDALE","2019","PEDESTRIAN",63,68,1,10,48,9
"468","NORTH LAWNDALE","2019","Vehicle/Other",1905,513,3,38,280,192
"469","NORTH LAWNDALE","2020","PEDALCYCLIST",18,12,1,1,8,2
"470","NORTH LAWNDALE","2020","PEDESTRIAN",51,58,1,11,36,10
"471","NORTH LAWNDALE","2020","Vehicle/Other",2010,526,2,69,306,149
"472","NORTH PARK","2018","PEDALCYCLIST",11,8,1,0,5,2
"473","NORTH PARK","2018","PEDESTRIAN",14,12,0,4,6,2
"474","NORTH PARK","2018","Vehicle/Other",874,146,1,15,78,52
"475","NORTH PARK","2019","PEDALCYCLIST",15,10,0,0,7,3
"476","NORTH PARK","2019","PEDESTRIAN",24,25,0,2,20,3
"477","NORTH PARK","2019","Vehicle/Other",835,99,0,12,41,46
"478","NORTH PARK","2020","PEDALCYCLIST",7,6,0,2,3,1
"479","NORTH PARK","2020","PEDESTRIAN",14,14,0,3,10,1
"480","NORTH PARK","2020","Vehicle/Other",501,84,0,8,46,30
"481","NORWOOD PARK","2018","PEDALCYCLIST",7,5,0,0,4,1
"482","NORWOOD PARK","2018","PEDESTRIAN",20,15,0,3,10,2
"483","NORWOOD PARK","2018","Vehicle/Other",1186,216,1,30,128,57
"484","NORWOOD PARK","2019","PEDALCYCLIST",16,12,0,1,10,1
"485","NORWOOD PARK","2019","PEDESTRIAN",17,12,0,1,7,4
"486","NORWOOD PARK","2019","Vehicle/Other",1289,175,0,23,99,53
"487","NORWOOD PARK","2020","PEDALCYCLIST",12,7,0,2,5,0
"488","NORWOOD PARK","2020","PEDESTRIAN",10,9,1,3,4,1
"489","NORWOOD PARK","2020","Vehicle/Other",792,153,0,27,81,45
"490","OAKLAND","2018","PEDALCYCLIST",1,0,0,0,0,0
"491","OAKLAND","2018","PEDESTRIAN",2,2,0,0,2,0
"492","OAKLAND","2018","Vehicle/Other",180,36,0,4,23,9
"493","OAKLAND","2019","PEDESTRIAN",3,4,1,0,3,0
"494","OAKLAND","2019","Vehicle/Other",163,31,0,4,15,12
"495","OAKLAND","2020","Vehicle/Other",170,36,0,3,20,13
"496","OHARE","2018","PEDALCYCLIST",2,2,0,0,2,0
"497","OHARE","2018","PEDESTRIAN",8,6,0,1,4,1
"498","OHARE","2018","Vehicle/Other",613,93,1,10,46,36
"499","OHARE","2019","PEDALCYCLIST",1,1,0,0,1,0
"500","OHARE","2019","PEDESTRIAN",14,12,1,3,4,4
"501","OHARE","2019","Vehicle/Other",731,111,2,13,50,46
"502","OHARE","2020","PEDALCYCLIST",2,3,0,0,0,3
"503","OHARE","2020","PEDESTRIAN",8,7,0,1,6,0
"504","OHARE","2020","Vehicle/Other",472,93,0,13,52,28
"505","PORTAGE PARK","2018","PEDALCYCLIST",34,26,0,4,16,6
"506","PORTAGE PARK","2018","PEDESTRIAN",52,47,0,10,27,10
"507","PORTAGE PARK","2018","Vehicle/Other",2330,320,0,43,169,108
"508","PORTAGE PARK","2019","PEDALCYCLIST",34,27,0,5,20,2
"509","PORTAGE PARK","2019","PEDESTRIAN",64,59,0,14,38,7
"510","PORTAGE PARK","2019","Vehicle/Other",2278,297,1,40,174,82
"511","PORTAGE PARK","2020","PEDALCYCLIST",36,26,0,5,17,4
"512","PORTAGE PARK","2020","PEDESTRIAN",52,50,0,6,37,7
"513","PORTAGE PARK","2020","Vehicle/Other",1666,221,1,31,120,69
"514","PULLMAN","2018","PEDALCYCLIST",2,2,0,0,1,1
"515","PULLMAN","2018","PEDESTRIAN",7,6,0,3,2,1
"516","PULLMAN","2018","Vehicle/Other",344,70,0,8,44,18
"517","PULLMAN","2019","PEDESTRIAN",3,3,0,0,2,1
"518","PULLMAN","2019","Vehicle/Other",317,52,1,5,26,20
"519","PULLMAN","2020","PEDESTRIAN",2,1,0,0,0,1
"520","PULLMAN","2020","Vehicle/Other",305,63,0,6,44,13
"521","RIVERDALE","2018","PEDESTRIAN",4,4,0,0,4,0
"522","RIVERDALE","2018","Vehicle/Other",238,68,2,1,34,31
"523","RIVERDALE","2019","PEDESTRIAN",2,2,0,0,2,0
"524","RIVERDALE","2019","Vehicle/Other",257,71,0,4,37,30
"525","RIVERDALE","2020","PEDESTRIAN",2,2,0,0,2,0
"526","RIVERDALE","2020","Vehicle/Other",269,68,0,14,43,11
"527","ROGERS PARK","2018","PEDALCYCLIST",33,25,0,2,19,4
"528","ROGERS PARK","2018","PEDESTRIAN",44,41,0,5,30,6
"529","ROGERS PARK","2018","Vehicle/Other",1392,111,0,12,77,22
"530","ROGERS PARK","2019","PEDALCYCLIST",23,20,0,2,16,2
"531","ROGERS PARK","2019","PEDESTRIAN",30,28,0,4,18,6
"532","ROGERS PARK","2019","Vehicle/Other",1371,99,1,11,62,25
"533","ROGERS PARK","2020","PEDALCYCLIST",21,13,0,1,10,2
"534","ROGERS PARK","2020","PEDESTRIAN",21,21,0,3,13,5
"535","ROGERS PARK","2020","Vehicle/Other",965,79,1,8,51,19
"536","ROSELAND","2018","PEDALCYCLIST",12,9,0,0,6,3
"537","ROSELAND","2018","PEDESTRIAN",40,36,0,4,23,9
"538","ROSELAND","2018","Vehicle/Other",1430,261,0,27,128,106
"539","ROSELAND","2019","PEDALCYCLIST",16,12,0,0,10,2
"540","ROSELAND","2019","PEDESTRIAN",41,35,1,8,22,4
"541","ROSELAND","2019","Vehicle/Other",1408,381,3,23,216,139
"542","ROSELAND","2020","PEDALCYCLIST",5,4,0,0,4,0
"543","ROSELAND","2020","PEDESTRIAN",38,38,0,6,24,8
"544","ROSELAND","2020","Vehicle/Other",1530,340,1,34,197,108
"545","SOUTH CHICAGO","2018","PEDALCYCLIST",4,3,0,0,3,0
"546","SOUTH CHICAGO","2018","PEDESTRIAN",20,18,0,4,8,6
"547","SOUTH CHICAGO","2018","Vehicle/Other",653,128,1,15,82,30
"548","SOUTH CHICAGO","2019","PEDALCYCLIST",9,8,0,1,6,1
"549","SOUTH CHICAGO","2019","PEDESTRIAN",31,31,1,5,14,11
"550","SOUTH CHICAGO","2019","Vehicle/Other",645,133,1,12,66,54
"551","SOUTH CHICAGO","2020","PEDALCYCLIST",7,7,0,1,3,3
"552","SOUTH CHICAGO","2020","PEDESTRIAN",27,27,0,4,19,4
"553","SOUTH CHICAGO","2020","Vehicle/Other",741,209,1,24,136,48
"554","SOUTH DEERING","2018","PEDALCYCLIST",1,1,0,1,0,0
"555","SOUTH DEERING","2018","PEDESTRIAN",11,10,0,1,6,3
"556","SOUTH DEERING","2018","Vehicle/Other",994,220,6,20,116,78
"557","SOUTH DEERING","2019","PEDALCYCLIST",2,2,0,0,0,2
"558","SOUTH DEERING","2019","PEDESTRIAN",15,12,1,0,10,1
"559","SOUTH DEERING","2019","Vehicle/Other",1052,233,0,21,141,71
"560","SOUTH DEERING","2020","PEDALCYCLIST",1,1,0,0,1,0
"561","SOUTH DEERING","2020","PEDESTRIAN",9,7,0,2,4,1
"562","SOUTH DEERING","2020","Vehicle/Other",839,174,3,14,96,61
"563","SOUTH LAWNDALE","2018","PEDALCYCLIST",21,14,0,2,8,4
"564","SOUTH LAWNDALE","2018","PEDESTRIAN",65,64,2,13,37,12
"565","SOUTH LAWNDALE","2018","Vehicle/Other",2033,278,0,17,149,112
"566","SOUTH LAWNDALE","2019","PEDALCYCLIST",28,20,0,2,12,6
"567","SOUTH LAWNDALE","2019","PEDESTRIAN",55,56,1,5,37,13
"568","SOUTH LAWNDALE","2019","Vehicle/Other",2004,305,1,32,164,108
"569","SOUTH LAWNDALE","2020","PEDALCYCLIST",24,18,0,2,11,5
"570","SOUTH LAWNDALE","2020","PEDESTRIAN",46,46,2,6,27,11
"571","SOUTH LAWNDALE","2020","Vehicle/Other",1674,237,1,33,115,88
"572","SOUTH SHORE","2018","PEDALCYCLIST",14,11,1,1,7,2
"573","SOUTH SHORE","2018","PEDESTRIAN",41,42,0,5,30,7
"574","SOUTH SHORE","2018","Vehicle/Other",1828,365,2,36,218,109
"575","SOUTH SHORE","2019","PEDALCYCLIST",13,11,1,1,8,1
"576","SOUTH SHORE","2019","PEDESTRIAN",69,68,0,15,42,11
"577","SOUTH SHORE","2019","Vehicle/Other",1810,384,1,24,217,142
"578","SOUTH SHORE","2020","PEDALCYCLIST",10,8,0,2,5,1
"579","SOUTH SHORE","2020","PEDESTRIAN",46,40,1,14,19,6
"580","SOUTH SHORE","2020","Vehicle/Other",2067,393,0,42,229,122
"581","UPTOWN","2018","PEDALCYCLIST",61,40,0,3,33,4
"582","UPTOWN","2018","PEDESTRIAN",50,43,1,9,24,9
"583","UPTOWN","2018","Vehicle/Other",1458,145,1,7,70,67
"584","UPTOWN","2019","PEDALCYCLIST",47,34,0,8,20,6
"585","UPTOWN","2019","PEDESTRIAN",47,44,1,7,29,7
"586","UPTOWN","2019","Vehicle/Other",1498,150,1,9,74,66
"587","UPTOWN","2020","PEDALCYCLIST",44,37,0,2,29,6
"588","UPTOWN","2020","PEDESTRIAN",31,29,1,1,17,10
"589","UPTOWN","2020","Vehicle/Other",944,128,0,11,76,41
"590","WASHINGTON HEIGHTS","2018","PEDALCYCLIST",4,2,0,2,0,0
"591","WASHINGTON HEIGHTS","2018","PEDESTRIAN",34,31,0,6,17,8
"592","WASHINGTON HEIGHTS","2018","Vehicle/Other",1213,236,2,21,122,91
"593","WASHINGTON HEIGHTS","2019","PEDALCYCLIST",3,3,0,0,1,2
"594","WASHINGTON HEIGHTS","2019","PEDESTRIAN",20,20,0,4,15,1
"595","WASHINGTON HEIGHTS","2019","Vehicle/Other",1112,220,1,13,104,102
"596","WASHINGTON HEIGHTS","2020","PEDALCYCLIST",5,4,0,2,1,1
"597","WASHINGTON HEIGHTS","2020","PEDESTRIAN",17,14,0,3,8,3
"598","WASHINGTON HEIGHTS","2020","Vehicle/Other",1250,273,0,27,153,93
"599","WASHINGTON PARK","2018","PEDALCYCLIST",3,3,0,0,3,0
"600","WASHINGTON PARK","2018","PEDESTRIAN",28,28,0,5,16,7
"601","WASHINGTON PARK","2018","Vehicle/Other",724,211,3,28,110,70
"602","WASHINGTON PARK","2019","PEDALCYCLIST",3,2,0,0,2,0
"603","WASHINGTON PARK","2019","PEDESTRIAN",22,22,0,3,15,4
"604","WASHINGTON PARK","2019","Vehicle/Other",691,152,0,10,80,62
"605","WASHINGTON PARK","2020","PEDALCYCLIST",7,3,0,1,1,1
"606","WASHINGTON PARK","2020","PEDESTRIAN",14,13,0,4,4,5
"607","WASHINGTON PARK","2020","Vehicle/Other",650,167,2,11,101,53
"608","WEST ELSDON","2018","PEDALCYCLIST",15,13,0,3,9,1
"609","WEST ELSDON","2018","PEDESTRIAN",13,12,0,2,10,0
"610","WEST ELSDON","2018","Vehicle/Other",698,98,2,15,56,25
"611","WEST ELSDON","2019","PEDALCYCLIST",8,5,0,1,4,0
"612","WEST ELSDON","2019","PEDESTRIAN",12,14,1,5,7,1
"613","WEST ELSDON","2019","Vehicle/Other",632,103,0,11,47,45
"614","WEST ELSDON","2020","PEDALCYCLIST",2,2,0,0,2,0
"615","WEST ELSDON","2020","PEDESTRIAN",10,8,0,3,4,1
"616","WEST ELSDON","2020","Vehicle/Other",517,83,0,6,51,26
"617","WEST ENGLEWOOD","2018","PEDALCYCLIST",16,15,0,5,9,1
"618","WEST ENGLEWOOD","2018","PEDESTRIAN",56,58,3,13,30,12
"619","WEST ENGLEWOOD","2018","Vehicle/Other",1409,336,6,28,195,107
"620","WEST ENGLEWOOD","2019","PEDALCYCLIST",19,13,0,5,8,0
"621","WEST ENGLEWOOD","2019","PEDESTRIAN",55,54,3,12,33,6
"622","WEST ENGLEWOOD","2019","Vehicle/Other",1476,355,0,24,198,133
"623","WEST ENGLEWOOD","2020","PEDALCYCLIST",12,11,0,2,7,2
"624","WEST ENGLEWOOD","2020","PEDESTRIAN",62,52,2,16,26,8
"625","WEST ENGLEWOOD","2020","Vehicle/Other",1757,489,6,46,265,172
"626","WEST GARFIELD PARK","2018","PEDALCYCLIST",9,7,0,2,5,0
"627","WEST GARFIELD PARK","2018","PEDESTRIAN",55,56,1,10,33,12
"628","WEST GARFIELD PARK","2018","Vehicle/Other",1365,389,4,29,231,125
"629","WEST GARFIELD PARK","2019","PEDALCYCLIST",19,14,1,2,8,3
"630","WEST GARFIELD PARK","2019","PEDESTRIAN",50,47,2,10,29,6
"631","WEST GARFIELD PARK","2019","Vehicle/Other",1360,503,2,50,291,160
"632","WEST GARFIELD PARK","2020","PEDALCYCLIST",8,6,0,1,3,2
"633","WEST GARFIELD PARK","2020","PEDESTRIAN",68,66,2,18,41,5
"634","WEST GARFIELD PARK","2020","Vehicle/Other",1725,550,4,53,317,176
"635","WEST LAWN","2018","PEDALCYCLIST",8,6,0,0,4,2
"636","WEST LAWN","2018","PEDESTRIAN",24,24,2,7,11,4
"637","WEST LAWN","2018","Vehicle/Other",1353,201,0,14,129,58
"638","WEST LAWN","2019","PEDALCYCLIST",10,5,0,2,3,0
"639","WEST LAWN","2019","PEDESTRIAN",20,18,0,3,12,3
"640","WEST LAWN","2019","Vehicle/Other",1374,212,0,19,128,65
"641","WEST LAWN","2020","PEDALCYCLIST",10,9,0,1,7,1
"642","WEST LAWN","2020","PEDESTRIAN",12,9,0,3,4,2
"643","WEST LAWN","2020","Vehicle/Other",953,164,2,11,109,42
"644","WEST PULLMAN","2018","PEDALCYCLIST",5,4,0,1,3,0
"645","WEST PULLMAN","2018","PEDESTRIAN",16,15,0,3,9,3
"646","WEST PULLMAN","2018","Vehicle/Other",819,169,2,19,89,59
"647","WEST PULLMAN","2019","PEDALCYCLIST",3,3,0,1,2,0
"648","WEST PULLMAN","2019","PEDESTRIAN",16,15,0,3,11,1
"649","WEST PULLMAN","2019","Vehicle/Other",813,197,0,23,117,57
"650","WEST PULLMAN","2020","PEDALCYCLIST",6,6,0,1,5,0
"651","WEST PULLMAN","2020","PEDESTRIAN",18,15,0,4,7,4
"652","WEST PULLMAN","2020","Vehicle/Other",867,250,4,29,161,56
"653","WEST RIDGE","2018","PEDALCYCLIST",39,29,0,5,20,4
"654","WEST RIDGE","2018","PEDESTRIAN",70,63,0,9,42,12
"655","WEST RIDGE","2018","Vehicle/Other",2516,243,1,13,154,75
"656","WEST RIDGE","2019","PEDALCYCLIST",43,40,0,5,28,7
"657","WEST RIDGE","2019","PEDESTRIAN",62,61,0,15,39,7
"658","WEST RIDGE","2019","Vehicle/Other",2444,267,1,29,135,102
"659","WEST RIDGE","2020","PEDALCYCLIST",36,32,0,3,23,6
"660","WEST RIDGE","2020","PEDESTRIAN",33,29,1,8,14,6
"661","WEST RIDGE","2020","Vehicle/Other",1576,198,1,21,100,76
"662","WEST TOWN","2018","PEDALCYCLIST",156,111,1,11,80,19
"663","WEST TOWN","2018","PEDESTRIAN",101,95,1,20,49,25
"664","WEST TOWN","2018","Vehicle/Other",3514,486,1,54,274,157
"665","WEST TOWN","2019","PEDALCYCLIST",164,120,0,18,85,17
"666","WEST TOWN","2019","PEDESTRIAN",98,88,0,15,55,18
"667","WEST TOWN","2019","Vehicle/Other",3431,431,1,49,241,140
"668","WEST TOWN","2020","PEDALCYCLIST",92,67,0,11,42,14
"669","WEST TOWN","2020","PEDESTRIAN",62,57,0,11,39,7
"670","WEST TOWN","2020","Vehicle/Other",1976,343,1,20,204,118
"671","WOODLAWN","2018","PEDALCYCLIST",16,15,0,2,9,4
"672","WOODLAWN","2018","PEDESTRIAN",32,32,0,8,21,3
"673","WOODLAWN","2018","Vehicle/Other",928,246,4,26,134,82
"674","WOODLAWN","2019","PEDALCYCLIST",16,14,0,4,9,1
"675","WOODLAWN","2019","PEDESTRIAN",27,27,0,11,15,1
"676","WOODLAWN","2019","Vehicle/Other",928,206,0,17,106,83
"677","WOODLAWN","2020","PEDALCYCLIST",7,5,0,1,4,0
"678","WOODLAWN","2020","PEDESTRIAN",34,33,0,6,20,7
"679","WOODLAWN","2020","Vehicle/Other",971,230,0,22,147,61
"680",NA,"2018","PEDALCYCLIST",1,1,0,1,0,0
"681",NA,"2018","Vehicle/Other",33,3,0,0,1,2
"682",NA,"2019","Vehicle/Other",50,13,0,2,5,6
"683",NA,"2020","PEDESTRIAN",2,2,0,0,2,0
"684",NA,"2020","Vehicle/Other",48,4,0,0,1,3
