"","tract","year","ped_cyc","crashes","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident"
"8103","17031460200","2015","yes",4,4,0,2,1,1
"8104","17031460200","2016","no",34,7,0,2,0,5
"8105","17031460200","2016","yes",1,1,0,0,0,1
"8106","17031460200","2017","no",32,2,0,0,0,2
"8107","17031460200","2017","yes",2,2,0,0,1,1
"8108","17031460301","2009","no",29,7,0,0,6,1
"8109","17031460301","2009","yes",4,4,0,1,2,1
"8110","17031460301","2010","no",21,0,0,0,0,0
"8111","17031460301","2010","yes",1,1,0,0,1,0
"8112","17031460301","2011","no",31,4,0,0,3,1
"8113","17031460301","2012","no",19,1,0,0,0,1
"8114","17031460301","2012","yes",2,2,0,1,1,0
"8115","17031460301","2013","no",10,2,0,1,1,0
"8116","17031460301","2014","no",29,7,0,1,2,4
"8117","17031460301","2015","no",17,4,0,0,1,3
"8118","17031460301","2015","yes",3,2,0,1,1,0
"8119","17031460301","2016","no",27,4,0,0,3,1
"8120","17031460301","2016","yes",1,2,0,0,1,1
"8121","17031460301","2017","no",28,7,0,1,5,1
"8122","17031460302","2009","no",29,0,0,0,0,0
"8123","17031460302","2009","yes",7,7,0,1,2,4
"8124","17031460302","2010","no",29,6,0,2,2,2
"8125","17031460302","2010","yes",2,2,0,0,2,0
"8126","17031460302","2011","no",26,3,0,1,0,2
"8127","17031460302","2011","yes",2,2,0,1,1,0
"8128","17031460302","2012","no",33,3,0,0,3,0
"8129","17031460302","2012","yes",1,1,0,1,0,0
"8130","17031460302","2013","no",36,10,0,2,3,5
"8131","17031460302","2013","yes",1,1,0,0,1,0
"8132","17031460302","2014","no",36,6,0,0,3,3
"8133","17031460302","2014","yes",1,1,0,0,0,1
"8134","17031460302","2015","no",31,4,0,1,2,1
"8135","17031460302","2015","yes",1,1,0,1,0,0
"8136","17031460302","2016","no",30,6,0,0,5,1
"8137","17031460302","2016","yes",2,2,0,0,1,1
"8138","17031460302","2017","no",46,9,0,1,5,3
"8139","17031460302","2017","yes",4,5,0,0,5,0
"8140","17031460400","2009","no",41,13,0,0,10,3
"8141","17031460400","2009","yes",5,5,0,1,2,2
"8142","17031460400","2010","no",41,13,0,0,7,6
"8143","17031460400","2010","yes",1,1,0,0,0,1
"8144","17031460400","2011","no",50,12,0,0,11,1
"8145","17031460400","2011","yes",5,5,0,2,1,2
"8146","17031460400","2012","no",47,21,0,3,6,12
"8147","17031460400","2012","yes",6,6,0,0,3,3
"8148","17031460400","2013","no",51,10,0,0,4,6
"8149","17031460400","2013","yes",1,1,0,0,1,0
"8150","17031460400","2014","no",39,14,1,4,7,3
"8151","17031460400","2014","yes",4,4,0,0,4,0
"8152","17031460400","2015","no",51,9,0,4,3,2
"8153","17031460400","2015","yes",1,1,0,0,1,0
"8154","17031460400","2016","no",49,11,0,3,7,1
"8155","17031460400","2016","yes",4,4,0,0,3,1
"8156","17031460400","2017","no",59,20,0,2,5,13
"8157","17031460400","2017","yes",6,6,0,0,4,2
"8158","17031460500","2009","no",88,17,0,6,5,6
"8159","17031460500","2010","no",103,18,0,1,12,5
"8160","17031460500","2010","yes",6,5,1,1,3,1
"8161","17031460500","2011","no",88,24,0,5,19,0
"8162","17031460500","2011","yes",2,2,0,0,2,0
"8163","17031460500","2012","no",86,24,0,0,12,12
"8164","17031460500","2012","yes",3,3,0,0,2,1
"8165","17031460500","2013","no",99,37,1,6,14,17
"8166","17031460500","2013","yes",8,8,0,1,5,2
"8167","17031460500","2014","no",113,33,1,1,21,11
"8168","17031460500","2014","yes",3,3,0,1,1,1
"8169","17031460500","2015","no",120,23,0,3,9,11
"8170","17031460500","2015","yes",8,8,0,0,6,2
"8171","17031460500","2016","no",126,21,0,0,17,4
"8172","17031460500","2016","yes",6,6,0,0,3,3
"8173","17031460500","2017","no",124,36,0,2,22,12
"8174","17031460500","2017","yes",4,3,1,1,2,0
"8175","17031460600","2009","no",44,17,0,2,10,5
"8176","17031460600","2009","yes",2,2,0,0,1,1
"8177","17031460600","2010","no",32,17,0,0,10,7
"8178","17031460600","2010","yes",1,1,0,0,1,0
"8179","17031460600","2011","no",27,8,0,0,7,1
"8180","17031460600","2012","no",35,12,0,0,8,4
"8181","17031460600","2012","yes",1,1,0,0,1,0
"8182","17031460600","2013","no",26,9,1,5,4,0
"8183","17031460600","2013","yes",3,3,0,1,2,0
"8184","17031460600","2014","no",25,4,0,0,3,1
"8185","17031460600","2014","yes",5,5,0,1,3,1
"8186","17031460600","2015","no",24,14,0,0,6,8
"8187","17031460600","2015","yes",2,3,0,1,0,2
"8188","17031460600","2016","no",26,7,0,0,6,1
"8189","17031460600","2016","yes",2,2,0,0,2,0
"8190","17031460600","2017","no",20,4,0,1,2,1
"8191","17031460600","2017","yes",2,2,0,0,2,0
"8192","17031460700","2009","no",30,9,0,2,6,1
"8193","17031460700","2009","yes",3,3,0,2,1,0
"8194","17031460700","2010","no",26,5,0,1,2,2
"8195","17031460700","2010","yes",3,4,0,0,3,1
"8196","17031460700","2011","no",32,3,0,1,2,0
"8197","17031460700","2011","yes",6,5,1,0,3,2
"8198","17031460700","2012","no",32,4,0,0,3,1
"8199","17031460700","2012","yes",3,3,0,1,1,1
"8200","17031460700","2013","no",26,6,0,0,5,1
"8201","17031460700","2013","yes",2,3,0,0,2,1
"8202","17031460700","2014","no",21,1,0,0,0,1
"8203","17031460700","2014","yes",2,2,0,0,1,1
"8204","17031460700","2015","no",24,2,0,1,0,1
"8205","17031460700","2015","yes",4,4,0,0,2,2
"8206","17031460700","2016","no",28,7,0,0,7,0
"8207","17031460700","2016","yes",4,4,0,0,2,2
"8208","17031460700","2017","no",30,3,0,0,2,1
"8209","17031460700","2017","yes",3,4,0,1,3,0
"8210","17031461000","2009","no",73,26,0,6,15,5
"8211","17031461000","2009","yes",2,2,0,1,1,0
"8212","17031461000","2010","no",74,17,0,1,7,9
"8213","17031461000","2010","yes",8,6,2,1,4,1
"8214","17031461000","2011","no",75,28,0,3,13,12
"8215","17031461000","2011","yes",5,5,0,1,3,1
"8216","17031461000","2012","no",59,9,0,2,2,5
"8217","17031461000","2012","yes",7,7,0,0,4,3
"8218","17031461000","2013","no",61,20,0,3,11,6
"8219","17031461000","2013","yes",3,4,0,1,2,1
"8220","17031461000","2014","no",56,11,0,1,6,4
"8221","17031461000","2014","yes",3,3,0,1,2,0
"8222","17031461000","2015","no",62,22,0,2,9,11
"8223","17031461000","2015","yes",7,7,0,3,4,0
"8224","17031461000","2016","no",80,18,0,0,12,6
"8225","17031461000","2016","yes",4,4,0,1,1,2
"8226","17031461000","2017","no",76,18,1,4,7,7
"8227","17031461000","2017","yes",7,7,0,0,2,5
"8228","17031470100","2009","no",74,51,1,4,29,18
"8229","17031470100","2009","yes",1,1,0,0,1,0
"8230","17031470100","2010","no",79,24,0,0,10,14
"8231","17031470100","2010","yes",5,5,0,2,3,0
"8232","17031470100","2011","no",60,19,0,0,5,14
"8233","17031470100","2011","yes",4,4,0,2,1,1
"8234","17031470100","2012","no",74,29,0,1,11,17
"8235","17031470100","2012","yes",6,6,0,0,2,4
"8236","17031470100","2013","no",64,12,0,2,8,2
"8237","17031470100","2013","yes",8,8,0,2,6,0
"8238","17031470100","2014","no",95,21,0,2,9,10
"8239","17031470100","2014","yes",4,6,0,0,5,1
"8240","17031470100","2015","no",53,9,0,1,6,2
"8241","17031470100","2016","no",68,11,0,1,8,2
"8242","17031470100","2016","yes",3,3,0,0,3,0
"8243","17031470100","2017","no",78,23,0,1,13,9
"8244","17031470100","2017","yes",2,2,0,0,2,0
"8245","17031480100","2009","no",136,40,0,2,16,22
"8246","17031480100","2009","yes",6,6,0,0,3,3
"8247","17031480100","2010","no",103,16,0,3,6,7
"8248","17031480100","2010","yes",2,3,0,2,1,0
"8249","17031480100","2011","no",98,24,0,2,7,15
"8250","17031480100","2011","yes",4,4,0,0,3,1
"8251","17031480100","2012","no",103,26,0,3,14,9
"8252","17031480100","2012","yes",9,10,0,2,3,5
"8253","17031480100","2013","no",118,29,0,0,17,12
"8254","17031480100","2013","yes",5,5,0,2,3,0
"8255","17031480100","2014","no",102,28,0,2,12,14
"8256","17031480100","2014","yes",5,5,0,1,2,2
"8257","17031480100","2015","no",107,25,0,1,11,13
"8258","17031480100","2015","yes",5,4,0,2,1,1
"8259","17031480100","2016","no",114,26,0,1,11,14
"8260","17031480100","2016","yes",4,3,1,0,2,1
"8261","17031480100","2017","no",108,40,0,7,14,19
"8262","17031480100","2017","yes",4,4,0,1,3,0
"8263","17031480200","2009","no",35,11,0,0,9,2
"8264","17031480200","2010","no",46,17,0,1,5,11
"8265","17031480200","2010","yes",4,3,0,1,2,0
"8266","17031480200","2011","no",47,9,0,1,1,7
"8267","17031480200","2011","yes",3,5,0,0,3,2
"8268","17031480200","2012","no",25,7,0,1,3,3
"8269","17031480200","2012","yes",2,2,0,0,2,0
"8270","17031480200","2013","no",27,6,0,2,2,2
"8271","17031480200","2013","yes",1,1,0,0,1,0
"8272","17031480200","2014","no",53,16,0,0,4,12
"8273","17031480200","2014","yes",1,1,0,0,1,0
"8274","17031480200","2015","no",34,12,0,1,6,5
"8275","17031480200","2015","yes",4,4,0,0,1,3
"8276","17031480200","2016","no",58,15,0,0,6,9
"8277","17031480200","2016","yes",4,5,0,0,4,1
"8278","17031480200","2017","no",55,11,1,1,6,4
"8279","17031480200","2017","yes",3,3,0,0,3,0
"8280","17031480300","2009","no",26,5,0,1,4,0
"8281","17031480300","2010","no",24,8,0,0,2,6
"8282","17031480300","2010","yes",1,1,0,0,1,0
"8283","17031480300","2011","no",21,4,0,0,0,4
"8284","17031480300","2011","yes",1,1,0,1,0,0
"8285","17031480300","2012","no",24,3,0,0,0,3
"8286","17031480300","2013","no",29,8,0,0,7,1
"8287","17031480300","2013","yes",2,2,0,1,1,0
"8288","17031480300","2014","no",24,10,0,3,3,4
"8289","17031480300","2014","yes",1,1,0,0,1,0
"8290","17031480300","2015","no",38,9,0,1,3,5
"8291","17031480300","2016","no",27,7,1,2,2,3
"8292","17031480300","2016","yes",1,1,0,0,0,1
"8293","17031480300","2017","no",71,13,0,1,4,8
"8294","17031480300","2017","yes",2,2,0,0,2,0
"8295","17031480400","2009","no",134,37,0,3,25,9
"8296","17031480400","2009","yes",9,9,0,0,7,2
"8297","17031480400","2010","no",168,52,0,13,25,14
"8298","17031480400","2010","yes",9,8,1,1,5,2
"8299","17031480400","2011","no",147,43,0,3,20,20
"8300","17031480400","2011","yes",3,3,0,0,2,1
"8301","17031480400","2012","no",144,59,0,3,34,22
"8302","17031480400","2012","yes",6,6,0,0,5,1
"8303","17031480400","2013","no",141,50,0,5,20,25
"8304","17031480400","2013","yes",5,5,0,1,2,2
"8305","17031480400","2014","no",130,52,1,3,25,24
"8306","17031480400","2014","yes",6,5,1,1,2,2
"8307","17031480400","2015","no",165,49,0,5,23,21
"8308","17031480400","2015","yes",7,6,1,2,4,0
"8309","17031480400","2016","no",167,65,0,8,29,28
"8310","17031480400","2016","yes",9,9,0,3,2,4
"8311","17031480400","2017","no",151,61,1,7,37,17
"8312","17031480400","2017","yes",7,8,0,2,4,2
"8313","17031480500","2009","no",111,26,0,4,10,12
"8314","17031480500","2009","yes",1,1,0,0,1,0
"8315","17031480500","2010","no",99,39,1,3,19,17
"8316","17031480500","2010","yes",5,6,0,0,3,3
"8317","17031480500","2011","no",85,29,0,0,22,7
"8318","17031480500","2012","no",77,16,0,0,6,10
"8319","17031480500","2012","yes",1,1,0,0,0,1
"8320","17031480500","2013","no",95,31,0,2,16,13
"8321","17031480500","2013","yes",3,3,0,0,1,2
"8322","17031480500","2014","no",85,37,1,7,18,12
"8323","17031480500","2014","yes",2,3,0,0,1,2
"8324","17031480500","2015","no",90,38,0,4,27,7
"8325","17031480500","2015","yes",2,2,0,0,2,0
"8326","17031480500","2016","no",102,21,0,2,10,9
"8327","17031480500","2016","yes",4,5,0,1,1,3
"8328","17031480500","2017","no",106,37,0,0,27,10
"8329","17031480500","2017","yes",1,1,0,0,0,1
"8330","17031490300","2009","no",45,11,0,2,3,6
"8331","17031490300","2009","yes",1,0,0,0,0,0
"8332","17031490300","2010","no",41,11,0,1,8,2
"8333","17031490300","2010","yes",6,7,0,0,2,5
"8334","17031490300","2011","no",43,16,0,1,7,8
"8335","17031490300","2011","yes",11,12,0,1,7,4
"8336","17031490300","2012","no",39,8,0,1,3,4
"8337","17031490300","2013","no",50,11,0,1,0,10
"8338","17031490300","2013","yes",5,5,0,0,5,0
"8339","17031490300","2014","no",48,10,0,0,10,0
"8340","17031490300","2014","yes",3,3,0,2,1,0
"8341","17031490300","2015","no",60,19,0,1,10,8
"8342","17031490300","2015","yes",4,6,0,2,4,0
"8343","17031490300","2016","no",56,26,0,1,17,8
"8344","17031490300","2017","no",52,9,0,0,5,4
"8345","17031490300","2017","yes",2,3,0,0,2,1
"8346","17031490400","2009","no",20,7,0,1,2,4
"8347","17031490400","2010","no",16,4,0,1,2,1
"8348","17031490400","2010","yes",1,1,0,0,0,1
"8349","17031490400","2011","no",22,2,0,1,0,1
"8350","17031490400","2011","yes",1,1,0,0,0,1
"8351","17031490400","2012","no",20,5,0,0,2,3
"8352","17031490400","2013","no",19,5,0,2,1,2
"8353","17031490400","2014","no",16,3,0,0,0,3
"8354","17031490400","2014","yes",1,1,0,0,1,0
"8355","17031490400","2015","no",30,13,0,1,0,12
"8356","17031490400","2015","yes",3,3,0,0,3,0
"8357","17031490400","2016","no",34,11,0,0,3,8
"8358","17031490400","2016","yes",2,2,0,0,0,2
"8359","17031490400","2017","no",19,6,0,0,5,1
"8360","17031490400","2017","yes",1,1,0,0,1,0
"8361","17031490500","2009","no",149,45,1,2,22,21
"8362","17031490500","2009","yes",6,6,0,1,3,2
"8363","17031490500","2010","no",139,44,0,2,21,21
"8364","17031490500","2010","yes",3,4,0,0,2,2
"8365","17031490500","2011","no",125,24,0,3,6,15
"8366","17031490500","2011","yes",6,6,0,1,3,2
"8367","17031490500","2012","no",102,35,0,7,13,15
"8368","17031490500","2012","yes",2,2,0,0,1,1
"8369","17031490500","2013","no",141,41,0,5,28,8
"8370","17031490500","2013","yes",6,6,0,0,3,3
"8371","17031490500","2014","no",149,30,0,0,20,10
"8372","17031490500","2014","yes",4,4,0,1,2,1
"8373","17031490500","2015","no",188,41,1,1,24,16
"8374","17031490500","2015","yes",3,3,0,0,1,2
"8375","17031490500","2016","no",201,44,0,1,34,9
"8376","17031490500","2016","yes",4,5,0,1,2,2
"8377","17031490500","2017","no",237,50,0,4,32,14
"8378","17031490500","2017","yes",4,5,0,1,3,1
"8379","17031490600","2009","no",139,70,2,4,40,26
"8380","17031490600","2009","yes",2,2,0,0,0,2
"8381","17031490600","2010","no",161,37,0,4,26,7
"8382","17031490600","2010","yes",3,3,0,0,1,2
"8383","17031490600","2011","no",118,24,1,10,12,2
"8384","17031490600","2011","yes",1,1,0,0,1,0
"8385","17031490600","2012","no",143,42,0,8,29,5
"8386","17031490600","2012","yes",4,3,1,0,2,1
"8387","17031490600","2013","no",155,32,0,3,24,5
"8388","17031490600","2013","yes",1,1,0,0,1,0
"8389","17031490600","2014","no",152,34,1,4,23,7
"8390","17031490600","2014","yes",6,5,0,0,5,0
"8391","17031490600","2015","no",178,39,0,5,23,11
"8392","17031490600","2015","yes",7,6,0,1,5,0
"8393","17031490600","2016","no",225,64,0,4,38,22
"8394","17031490600","2016","yes",2,2,0,0,1,1
"8395","17031490600","2017","no",261,41,0,2,29,10
"8396","17031490600","2017","yes",2,2,0,0,2,0
"8397","17031490700","2009","no",55,19,0,1,12,6
"8398","17031490700","2009","yes",3,3,0,2,0,1
"8399","17031490700","2010","no",61,18,0,0,14,4
"8400","17031490700","2010","yes",1,1,0,0,0,1
"8401","17031490700","2011","no",53,10,0,0,3,7
"8402","17031490700","2011","yes",3,3,0,0,3,0
"8403","17031490700","2012","no",47,23,0,2,18,3
"8404","17031490700","2012","yes",4,4,0,0,3,1
"8405","17031490700","2013","no",51,17,0,5,6,6
"8406","17031490700","2013","yes",4,4,0,0,4,0
"8407","17031490700","2014","no",53,11,0,4,2,5
"8408","17031490700","2014","yes",1,2,0,0,1,1
"8409","17031490700","2015","no",59,15,0,0,9,6
"8410","17031490700","2015","yes",3,3,0,0,3,0
"8411","17031490700","2016","no",72,22,0,7,9,6
"8412","17031490700","2016","yes",2,2,0,0,2,0
"8413","17031490700","2017","no",63,13,0,3,7,3
"8414","17031490700","2017","yes",2,2,0,1,0,1
"8415","17031490800","2009","no",157,70,0,6,41,23
"8416","17031490800","2009","yes",11,11,0,1,5,5
"8417","17031490800","2010","no",151,69,0,2,47,20
"8418","17031490800","2010","yes",12,13,0,0,8,5
"8419","17031490800","2011","no",159,68,0,8,34,26
"8420","17031490800","2011","yes",8,8,0,1,5,2
"8421","17031490800","2012","no",143,56,0,6,29,21
"8422","17031490800","2012","yes",6,4,1,0,4,0
"8423","17031490800","2013","no",149,49,3,3,24,22
"8424","17031490800","2013","yes",5,5,0,0,5,0
"8425","17031490800","2014","no",135,61,0,14,30,17
"8426","17031490800","2014","yes",4,4,0,0,3,1
"8427","17031490800","2015","no",154,48,0,1,23,24
"8428","17031490800","2015","yes",2,2,0,0,1,1
"8429","17031490800","2016","no",184,71,1,6,46,19
"8430","17031490800","2016","yes",7,7,0,1,3,3
"8431","17031490800","2017","no",168,55,0,9,30,16
"8432","17031490800","2017","yes",5,4,0,1,1,2
"8433","17031490901","2009","no",91,38,0,3,26,9
"8434","17031490901","2009","yes",8,8,0,0,2,6
"8435","17031490901","2010","no",91,42,0,5,16,21
"8436","17031490901","2010","yes",10,10,0,2,3,5
"8437","17031490901","2011","no",87,36,0,5,13,18
"8438","17031490901","2011","yes",2,2,0,0,2,0
"8439","17031490901","2012","no",81,20,0,1,13,6
"8440","17031490901","2012","yes",7,7,0,1,2,4
"8441","17031490901","2013","no",67,25,2,1,14,10
"8442","17031490901","2013","yes",8,8,0,2,3,3
"8443","17031490901","2014","no",78,21,0,2,12,7
"8444","17031490901","2014","yes",3,3,0,0,3,0
"8445","17031490901","2015","no",77,11,0,1,3,7
"8446","17031490901","2015","yes",3,2,0,1,1,0
"8447","17031490901","2016","no",83,13,0,0,3,10
"8448","17031490901","2016","yes",4,4,0,0,2,2
"8449","17031490901","2017","no",73,16,0,2,8,6
"8450","17031490901","2017","yes",4,4,0,0,3,1
"8451","17031490902","2009","no",89,31,0,0,14,17
"8452","17031490902","2009","yes",8,9,0,1,5,3
"8453","17031490902","2010","no",96,36,2,2,15,19
"8454","17031490902","2010","yes",8,8,0,1,4,3
"8455","17031490902","2011","no",84,28,0,1,11,16
"8456","17031490902","2012","no",89,35,0,2,19,14
"8457","17031490902","2012","yes",6,6,0,1,3,2
"8458","17031490902","2013","no",89,16,0,1,9,6
"8459","17031490902","2013","yes",8,7,0,1,4,2
"8460","17031490902","2014","no",90,15,0,1,7,7
"8461","17031490902","2014","yes",3,2,0,1,1,0
"8462","17031490902","2015","no",115,39,1,1,15,23
"8463","17031490902","2015","yes",3,2,0,0,1,1
"8464","17031490902","2016","no",112,33,0,5,18,10
"8465","17031490902","2016","yes",3,1,0,0,1,0
"8466","17031490902","2017","no",121,37,1,6,11,20
"8467","17031490902","2017","yes",1,0,0,0,0,0
"8468","17031491000","2009","no",63,17,0,4,11,2
"8469","17031491000","2009","yes",7,7,0,2,4,1
"8470","17031491000","2010","no",65,10,0,0,4,6
"8471","17031491000","2010","yes",9,10,0,1,6,3
"8472","17031491000","2011","no",58,8,0,3,3,2
"8473","17031491000","2011","yes",2,2,0,2,0,0
"8474","17031491000","2012","no",62,24,0,5,12,7
"8475","17031491000","2012","yes",7,7,1,0,4,3
"8476","17031491000","2013","no",55,17,0,3,10,4
"8477","17031491000","2013","yes",1,1,0,0,1,0
"8478","17031491000","2014","no",59,13,0,0,2,11
"8479","17031491000","2014","yes",1,1,0,0,1,0
"8480","17031491000","2015","no",59,9,0,0,6,3
"8481","17031491000","2015","yes",5,5,0,0,4,1
"8482","17031491000","2016","no",67,12,0,1,5,6
"8483","17031491000","2016","yes",3,3,0,0,2,1
"8484","17031491000","2017","no",77,9,0,0,6,3
"8485","17031491000","2017","yes",4,5,0,0,5,0
"8486","17031491100","2009","no",76,29,0,3,18,8
"8487","17031491100","2009","yes",7,8,0,2,4,2
"8488","17031491100","2010","no",69,17,1,1,8,8
"8489","17031491100","2010","yes",6,6,0,0,2,4
"8490","17031491100","2011","no",69,21,0,3,12,6
"8491","17031491100","2011","yes",3,3,0,1,1,1
"8492","17031491100","2012","no",59,19,0,1,7,11
"8493","17031491100","2012","yes",5,5,0,2,1,2
"8494","17031491100","2013","no",56,19,0,1,8,10
"8495","17031491100","2013","yes",8,8,0,4,4,0
"8496","17031491100","2014","no",62,19,0,4,5,10
"8497","17031491100","2014","yes",1,1,0,0,1,0
"8498","17031491100","2015","no",68,43,0,2,7,34
"8499","17031491100","2015","yes",2,2,0,1,0,1
"8500","17031491100","2016","no",86,16,0,0,9,7
"8501","17031491100","2016","yes",3,4,0,0,0,4
"8502","17031491100","2017","no",81,23,0,0,13,10
"8503","17031491200","2009","no",59,12,0,1,4,7
"8504","17031491200","2009","yes",5,5,0,0,4,1
"8505","17031491200","2010","no",52,27,2,3,10,14
"8506","17031491200","2010","yes",6,6,0,0,3,3
"8507","17031491200","2011","no",34,9,0,3,5,1
"8508","17031491200","2011","yes",7,7,0,2,4,1
"8509","17031491200","2012","no",35,17,0,2,10,5
"8510","17031491200","2013","no",26,7,0,0,2,5
"8511","17031491200","2014","no",31,7,0,0,3,4
"8512","17031491200","2015","no",43,7,0,1,3,3
"8513","17031491200","2015","yes",1,1,0,0,0,1
"8514","17031491200","2016","no",38,2,0,0,1,1
"8515","17031491200","2016","yes",1,1,0,0,1,0
"8516","17031491200","2017","no",41,9,0,5,1,3
"8517","17031491200","2017","yes",1,1,0,0,0,1
"8518","17031491300","2009","no",69,21,0,0,14,7
"8519","17031491300","2009","yes",4,4,0,0,2,2
"8520","17031491300","2010","no",73,38,0,7,14,17
"8521","17031491300","2010","yes",5,5,0,0,4,1
"8522","17031491300","2011","no",51,34,0,1,11,22
"8523","17031491300","2011","yes",2,2,0,0,2,0
"8524","17031491300","2012","no",48,22,0,2,6,14
"8525","17031491300","2012","yes",4,4,0,0,2,2
"8526","17031491300","2013","no",44,18,0,0,8,10
"8527","17031491300","2013","yes",1,1,0,0,0,1
"8528","17031491300","2014","no",47,13,0,0,5,8
"8529","17031491300","2014","yes",2,1,0,0,1,0
"8530","17031491300","2015","no",55,16,0,5,4,7
"8531","17031491300","2015","yes",1,1,0,0,1,0
"8532","17031491300","2016","no",77,4,0,0,1,3
"8533","17031491300","2016","yes",1,1,0,0,0,1
"8534","17031491300","2017","no",53,11,0,1,6,4
"8535","17031491400","2009","no",76,18,0,3,7,8
"8536","17031491400","2009","yes",11,11,0,2,4,5
"8537","17031491400","2010","no",98,32,0,2,17,13
"8538","17031491400","2010","yes",8,8,0,1,2,5
"8539","17031491400","2011","no",77,46,0,4,18,24
"8540","17031491400","2011","yes",5,5,0,0,5,0
"8541","17031491400","2012","no",83,24,0,2,11,11
"8542","17031491400","2012","yes",6,6,0,2,3,1
"8543","17031491400","2013","no",63,20,0,0,8,12
"8544","17031491400","2013","yes",3,3,0,0,2,1
"8545","17031491400","2014","no",79,15,0,1,5,9
"8546","17031491400","2014","yes",7,7,0,3,3,1
"8547","17031491400","2015","no",94,23,0,2,12,9
"8548","17031491400","2015","yes",4,4,0,1,3,0
"8549","17031491400","2016","no",109,19,0,0,9,10
"8550","17031491400","2016","yes",2,2,0,0,1,1
"8551","17031491400","2017","no",100,24,1,4,7,13
"8552","17031491400","2017","yes",3,3,0,0,2,1
"8553","17031500100","2009","no",111,34,1,6,14,14
"8554","17031500100","2009","yes",2,3,0,0,1,2
"8555","17031500100","2010","no",112,34,0,7,20,7
"8556","17031500100","2011","no",112,30,0,4,21,5
"8557","17031500100","2011","yes",3,3,0,0,3,0
"8558","17031500100","2012","no",118,30,0,3,17,10
"8559","17031500100","2012","yes",2,1,2,0,1,0
"8560","17031500100","2013","no",94,26,0,5,16,5
"8561","17031500100","2013","yes",2,2,0,1,1,0
"8562","17031500100","2014","no",133,19,2,4,8,7
"8563","17031500100","2014","yes",1,1,0,0,1,0
"8564","17031500100","2015","no",166,47,1,2,29,16
"8565","17031500100","2016","no",165,45,0,2,23,20
"8566","17031500100","2017","no",171,49,0,4,32,13
"8567","17031500100","2017","yes",1,0,1,0,0,0
"8568","17031500200","2009","no",88,12,1,3,9,0
"8569","17031500200","2009","yes",2,2,0,0,1,1
"8570","17031500200","2010","no",54,14,1,2,3,9
"8571","17031500200","2011","no",64,18,0,3,10,5
"8572","17031500200","2011","yes",2,2,0,0,1,1
"8573","17031500200","2012","no",78,22,0,2,15,5
"8574","17031500200","2013","no",71,26,0,1,22,3
"8575","17031500200","2013","yes",2,2,0,0,1,1
"8576","17031500200","2014","no",124,29,0,4,17,8
"8577","17031500200","2014","yes",5,4,0,0,2,2
"8578","17031500200","2015","no",118,18,0,1,14,3
"8579","17031500200","2015","yes",3,3,0,0,3,0
"8580","17031500200","2016","no",106,37,0,0,21,16
"8581","17031500200","2016","yes",1,1,0,0,0,1
"8582","17031500200","2017","no",129,23,0,3,15,5
"8583","17031500200","2017","yes",4,4,0,0,3,1
"8584","17031500300","2009","no",36,9,0,2,6,1
"8585","17031500300","2010","no",28,11,0,0,3,8
"8586","17031500300","2010","yes",1,1,0,0,1,0
"8587","17031500300","2011","no",34,7,0,1,3,3
"8588","17031500300","2012","no",19,2,0,1,1,0
"8589","17031500300","2012","yes",1,1,0,0,1,0
"8590","17031500300","2013","no",30,11,0,1,9,1
"8591","17031500300","2013","yes",1,1,0,0,1,0
"8592","17031500300","2014","no",45,2,0,1,0,1
"8593","17031500300","2014","yes",2,2,0,0,1,1
"8594","17031500300","2015","no",67,19,1,2,8,9
"8595","17031500300","2015","yes",1,1,0,0,0,1
"8596","17031500300","2016","no",96,18,0,1,14,3
"8597","17031500300","2016","yes",1,2,0,0,2,0
"8598","17031500300","2017","no",58,16,0,2,10,4
"8599","17031500300","2017","yes",1,1,0,0,1,0
"8600","17031510100","2009","no",44,13,0,0,4,9
"8601","17031510100","2009","yes",2,4,1,0,1,3
"8602","17031510100","2010","no",61,21,0,3,6,12
"8603","17031510100","2010","yes",5,5,0,0,5,0
"8604","17031510100","2011","no",57,25,2,1,12,12
"8605","17031510100","2011","yes",2,2,0,1,1,0
"8606","17031510100","2012","no",59,20,0,2,12,6
"8607","17031510100","2012","yes",3,3,0,0,2,1
"8608","17031510100","2013","no",62,11,2,0,7,4
"8609","17031510100","2013","yes",1,1,0,0,1,0
"8610","17031510100","2014","no",51,1,0,0,0,1
"8611","17031510100","2014","yes",2,2,0,0,2,0
"8612","17031510100","2015","no",67,20,0,0,10,10
"8613","17031510100","2015","yes",2,2,0,0,2,0
"8614","17031510100","2016","no",69,23,0,4,16,3
"8615","17031510100","2017","no",78,14,2,0,10,4
"8616","17031510100","2017","yes",4,4,0,0,2,2
"8617","17031510200","2009","no",52,11,0,1,7,3
"8618","17031510200","2009","yes",5,4,0,2,0,2
"8619","17031510200","2010","no",55,13,0,1,6,6
"8620","17031510200","2010","yes",2,2,0,0,0,2
"8621","17031510200","2011","no",50,9,0,0,6,3
"8622","17031510200","2011","yes",5,5,0,0,3,2
"8623","17031510200","2012","no",34,9,0,1,6,2
"8624","17031510200","2012","yes",5,6,0,2,4,0
"8625","17031510200","2013","no",46,11,0,5,5,1
"8626","17031510200","2013","yes",1,1,0,0,1,0
"8627","17031510200","2014","no",45,11,0,2,3,6
"8628","17031510200","2014","yes",3,3,0,0,3,0
