"","tract","year","ped_cyc","crashes","injuries_total","injuries_fatal","injuries_incapacitating","injuries_non_incapacitating","injuries_reported_not_evident"
"1156","17031050300","2015","no",50,6,0,0,3,3
"1157","17031050300","2015","yes",2,1,1,0,1,0
"1158","17031050300","2016","no",54,11,0,1,6,4
"1159","17031050300","2016","yes",2,2,0,0,1,1
"1160","17031050300","2017","no",41,3,0,0,2,1
"1161","17031050300","2017","yes",5,6,0,1,4,1
"1162","17031050500","2009","no",91,14,0,0,4,10
"1163","17031050500","2009","yes",4,7,0,3,3,1
"1164","17031050500","2010","no",95,15,0,1,7,7
"1165","17031050500","2010","yes",3,2,1,0,1,1
"1166","17031050500","2011","no",90,21,0,4,10,7
"1167","17031050500","2011","yes",5,5,0,0,2,3
"1168","17031050500","2012","no",80,14,0,0,3,11
"1169","17031050500","2012","yes",4,4,0,1,2,1
"1170","17031050500","2013","no",93,22,0,2,11,9
"1171","17031050500","2013","yes",7,6,0,0,5,1
"1172","17031050500","2014","no",88,10,0,1,6,3
"1173","17031050500","2014","yes",5,5,0,1,3,1
"1174","17031050500","2015","no",92,13,0,2,3,8
"1175","17031050500","2016","no",92,12,0,0,6,6
"1176","17031050500","2016","yes",3,3,0,1,2,0
"1177","17031050500","2017","no",69,21,0,1,9,11
"1178","17031050500","2017","yes",1,1,0,0,1,0
"1179","17031050600","2009","no",130,19,0,1,8,10
"1180","17031050600","2009","yes",8,7,0,0,3,4
"1181","17031050600","2010","no",116,13,0,0,5,8
"1182","17031050600","2010","yes",8,8,0,1,5,2
"1183","17031050600","2011","no",97,25,0,3,9,13
"1184","17031050600","2011","yes",10,9,0,3,3,3
"1185","17031050600","2012","no",103,24,0,5,8,11
"1186","17031050600","2012","yes",9,9,0,2,6,1
"1187","17031050600","2013","no",116,14,0,4,5,5
"1188","17031050600","2013","yes",15,13,0,1,10,2
"1189","17031050600","2014","no",104,21,0,2,11,8
"1190","17031050600","2014","yes",7,7,0,1,5,1
"1191","17031050600","2015","no",89,13,0,2,6,5
"1192","17031050600","2015","yes",10,10,0,2,6,2
"1193","17031050600","2016","no",91,5,0,0,4,1
"1194","17031050600","2016","yes",4,4,0,0,1,3
"1195","17031050600","2017","no",59,7,0,1,2,4
"1196","17031050600","2017","yes",5,5,0,0,5,0
"1197","17031050700","2009","no",16,0,0,0,0,0
"1198","17031050700","2009","yes",2,2,0,2,0,0
"1199","17031050700","2010","no",20,2,0,1,0,1
"1200","17031050700","2010","yes",1,1,0,0,1,0
"1201","17031050700","2011","no",22,9,0,0,4,5
"1202","17031050700","2011","yes",1,1,0,0,1,0
"1203","17031050700","2012","no",14,0,0,0,0,0
"1204","17031050700","2012","yes",2,1,0,0,0,1
"1205","17031050700","2013","no",22,6,0,3,3,0
"1206","17031050700","2013","yes",1,1,0,0,1,0
"1207","17031050700","2014","no",28,3,0,0,0,3
"1208","17031050700","2014","yes",3,3,0,0,0,3
"1209","17031050700","2015","no",14,1,0,0,1,0
"1210","17031050700","2015","yes",2,0,0,0,0,0
"1211","17031050700","2016","no",16,0,0,0,0,0
"1212","17031050700","2016","yes",2,1,1,0,1,0
"1213","17031050700","2017","no",14,4,0,0,0,4
"1214","17031050700","2017","yes",1,1,0,0,1,0
"1215","17031050800","2009","no",11,4,0,0,3,1
"1216","17031050800","2009","yes",1,1,0,0,1,0
"1217","17031050800","2010","no",15,1,0,1,0,0
"1218","17031050800","2010","yes",1,1,0,0,0,1
"1219","17031050800","2011","no",12,0,0,0,0,0
"1220","17031050800","2012","no",12,2,0,1,1,0
"1221","17031050800","2012","yes",1,1,0,0,0,1
"1222","17031050800","2013","no",15,1,0,0,0,1
"1223","17031050800","2014","no",11,2,0,0,2,0
"1224","17031050800","2015","no",11,1,0,0,0,1
"1225","17031050800","2016","no",12,0,0,0,0,0
"1226","17031050800","2017","no",17,3,0,0,3,0
"1227","17031050900","2009","no",36,4,0,0,1,3
"1228","17031050900","2009","yes",1,1,0,0,0,1
"1229","17031050900","2010","no",41,6,0,0,2,4
"1230","17031050900","2010","yes",3,3,0,0,2,1
"1231","17031050900","2011","no",41,7,0,1,2,4
"1232","17031050900","2012","no",28,2,0,0,2,0
"1233","17031050900","2012","yes",2,3,0,2,1,0
"1234","17031050900","2013","no",35,8,0,0,0,8
"1235","17031050900","2013","yes",2,2,0,0,0,2
"1236","17031050900","2014","no",29,2,0,0,0,2
"1237","17031050900","2015","no",32,3,0,1,1,1
"1238","17031050900","2015","yes",1,1,0,0,1,0
"1239","17031050900","2016","no",24,7,0,0,4,3
"1240","17031050900","2016","yes",1,1,0,0,0,1
"1241","17031050900","2017","no",27,10,0,0,8,2
"1242","17031050900","2017","yes",4,4,0,0,3,1
"1243","17031051000","2009","no",39,5,0,1,1,3
"1244","17031051000","2009","yes",2,2,0,0,1,1
"1245","17031051000","2010","no",35,11,0,2,8,1
"1246","17031051000","2010","yes",3,3,0,1,1,1
"1247","17031051000","2011","no",26,1,0,0,1,0
"1248","17031051000","2012","no",34,2,0,0,1,1
"1249","17031051000","2013","no",36,9,0,1,2,6
"1250","17031051000","2013","yes",2,2,0,0,0,2
"1251","17031051000","2014","no",29,4,0,0,2,2
"1252","17031051000","2014","yes",1,1,0,1,0,0
"1253","17031051000","2015","no",25,2,0,0,2,0
"1254","17031051000","2015","yes",1,1,0,0,1,0
"1255","17031051000","2016","no",46,10,0,1,4,5
"1256","17031051000","2016","yes",1,1,0,0,1,0
"1257","17031051000","2017","no",24,1,0,0,1,0
"1258","17031051100","2009","no",18,6,0,4,2,0
"1259","17031051100","2010","no",18,2,0,1,1,0
"1260","17031051100","2010","yes",1,1,0,0,1,0
"1261","17031051100","2011","no",17,1,0,1,0,0
"1262","17031051100","2012","no",14,1,0,0,0,1
"1263","17031051100","2012","yes",2,2,0,0,2,0
"1264","17031051100","2013","no",27,1,0,0,0,1
"1265","17031051100","2013","yes",1,1,0,0,0,1
"1266","17031051100","2014","no",23,3,0,0,1,2
"1267","17031051100","2014","yes",4,6,0,0,3,3
"1268","17031051100","2015","no",19,2,0,0,2,0
"1269","17031051100","2015","yes",2,2,0,1,1,0
"1270","17031051100","2016","no",25,3,0,0,1,2
"1271","17031051100","2016","yes",1,1,0,0,0,1
"1272","17031051100","2017","no",24,3,0,0,1,2
"1273","17031051100","2017","yes",2,2,0,0,1,1
"1274","17031051200","2009","no",37,6,0,0,3,3
"1275","17031051200","2009","yes",7,8,0,1,3,4
"1276","17031051200","2010","no",23,3,0,1,0,2
"1277","17031051200","2010","yes",5,5,0,0,3,2
"1278","17031051200","2011","no",39,2,0,1,1,0
"1279","17031051200","2011","yes",4,3,0,0,2,1
"1280","17031051200","2012","no",20,2,0,0,1,1
"1281","17031051200","2012","yes",2,2,0,0,1,1
"1282","17031051200","2013","no",41,4,0,0,1,3
"1283","17031051200","2013","yes",4,4,0,0,2,2
"1284","17031051200","2014","no",29,2,0,0,1,1
"1285","17031051200","2014","yes",4,4,0,0,3,1
"1286","17031051200","2015","no",21,1,0,0,1,0
"1287","17031051200","2015","yes",1,1,0,0,1,0
"1288","17031051200","2016","no",31,6,0,0,4,2
"1289","17031051200","2016","yes",2,2,0,0,2,0
"1290","17031051200","2017","no",21,8,0,1,6,1
"1291","17031051200","2017","yes",2,2,0,0,1,1
"1292","17031051300","2009","no",18,0,0,0,0,0
"1293","17031051300","2009","yes",1,1,0,1,0,0
"1294","17031051300","2010","no",22,3,0,3,0,0
"1295","17031051300","2010","yes",1,1,0,0,0,1
"1296","17031051300","2011","no",22,2,0,0,1,1
"1297","17031051300","2011","yes",1,1,0,0,0,1
"1298","17031051300","2012","no",17,1,0,1,0,0
"1299","17031051300","2012","yes",1,1,0,0,1,0
"1300","17031051300","2013","no",17,0,0,0,0,0
"1301","17031051300","2014","no",19,0,0,0,0,0
"1302","17031051300","2015","no",24,3,0,1,1,1
"1303","17031051300","2015","yes",1,0,0,0,0,0
"1304","17031051300","2016","no",21,3,0,0,1,2
"1305","17031051300","2017","no",31,6,0,0,3,3
"1306","17031051300","2017","yes",2,2,0,0,2,0
"1307","17031051400","2009","no",38,6,0,0,1,5
"1308","17031051400","2009","yes",4,3,1,0,2,1
"1309","17031051400","2010","no",28,7,0,0,1,6
"1310","17031051400","2011","no",22,3,0,0,1,2
"1311","17031051400","2011","yes",3,3,0,2,0,1
"1312","17031051400","2012","no",34,1,0,0,0,1
"1313","17031051400","2012","yes",4,4,0,0,3,1
"1314","17031051400","2013","no",32,0,0,0,0,0
"1315","17031051400","2013","yes",3,2,0,0,0,2
"1316","17031051400","2014","no",36,3,0,0,1,2
"1317","17031051400","2014","yes",3,3,0,0,3,0
"1318","17031051400","2015","no",34,4,0,0,2,2
"1319","17031051400","2015","yes",6,5,0,1,3,1
"1320","17031051400","2016","no",34,2,0,0,2,0
"1321","17031051400","2016","yes",4,3,0,1,1,1
"1322","17031051400","2017","no",37,12,0,2,6,4
"1323","17031051400","2017","yes",2,2,0,0,1,1
"1324","17031060100","2009","no",16,0,0,0,0,0
"1325","17031060100","2009","yes",1,1,0,0,0,1
"1326","17031060100","2010","no",22,1,0,0,1,0
"1327","17031060100","2010","yes",2,2,0,0,1,1
"1328","17031060100","2011","no",7,1,0,0,1,0
"1329","17031060100","2012","no",11,1,0,0,0,1
"1330","17031060100","2012","yes",1,1,0,1,0,0
"1331","17031060100","2013","no",18,1,0,0,1,0
"1332","17031060100","2013","yes",4,4,0,1,3,0
"1333","17031060100","2014","no",13,1,0,0,1,0
"1334","17031060100","2015","no",22,1,0,1,0,0
"1335","17031060100","2015","yes",1,1,0,0,1,0
"1336","17031060100","2016","no",28,2,0,1,0,1
"1337","17031060100","2016","yes",5,5,0,1,2,2
"1338","17031060100","2017","no",45,1,0,1,0,0
"1339","17031060100","2017","yes",2,2,0,0,2,0
"1340","17031060200","2009","no",47,2,0,0,0,2
"1341","17031060200","2009","yes",7,5,0,2,1,2
"1342","17031060200","2010","no",46,1,0,0,1,0
"1343","17031060200","2010","yes",3,3,0,0,2,1
"1344","17031060200","2011","no",54,16,0,1,11,4
"1345","17031060200","2011","yes",2,1,0,1,0,0
"1346","17031060200","2012","no",47,6,0,0,2,4
"1347","17031060200","2012","yes",1,1,0,0,1,0
"1348","17031060200","2013","no",54,9,0,1,4,4
"1349","17031060200","2013","yes",3,3,0,0,2,1
"1350","17031060200","2014","no",45,8,0,2,2,4
"1351","17031060200","2015","no",42,12,0,2,4,6
"1352","17031060200","2015","yes",5,5,0,0,4,1
"1353","17031060200","2016","no",51,13,0,2,6,5
"1354","17031060200","2017","no",47,7,0,0,3,4
"1355","17031060200","2017","yes",3,3,0,0,3,0
"1356","17031060200",NA,"no",1,0,0,0,0,0
"1357","17031060300","2009","no",82,15,0,5,8,2
"1358","17031060300","2009","yes",8,9,0,0,5,4
"1359","17031060300","2010","no",56,9,0,0,3,6
"1360","17031060300","2010","yes",3,3,0,1,1,1
"1361","17031060300","2011","no",83,18,0,0,12,6
"1362","17031060300","2011","yes",5,6,0,1,1,4
"1363","17031060300","2012","no",59,7,0,1,4,2
"1364","17031060300","2012","yes",4,3,0,0,2,1
"1365","17031060300","2013","no",75,9,0,0,5,4
"1366","17031060300","2013","yes",3,3,0,0,2,1
"1367","17031060300","2014","no",76,11,0,0,7,4
"1368","17031060300","2014","yes",3,3,0,0,3,0
"1369","17031060300","2015","no",60,9,0,0,2,7
"1370","17031060300","2015","yes",4,4,0,0,1,3
"1371","17031060300","2016","no",66,5,0,3,0,2
"1372","17031060300","2016","yes",8,7,0,1,2,4
"1373","17031060300","2017","no",50,2,0,0,1,1
"1374","17031060300","2017","yes",2,2,0,0,2,0
"1375","17031060400","2009","no",60,10,0,0,3,7
"1376","17031060400","2009","yes",1,1,0,0,1,0
"1377","17031060400","2010","no",63,15,0,2,6,7
"1378","17031060400","2010","yes",7,7,0,1,5,1
"1379","17031060400","2011","no",66,6,0,2,1,3
"1380","17031060400","2011","yes",3,3,0,0,1,2
"1381","17031060400","2012","no",60,3,0,2,1,0
"1382","17031060400","2012","yes",3,3,0,1,2,0
"1383","17031060400","2013","no",53,8,0,0,5,3
"1384","17031060400","2013","yes",4,4,0,1,1,2
"1385","17031060400","2014","no",60,10,0,1,2,7
"1386","17031060400","2014","yes",1,1,0,0,1,0
"1387","17031060400","2015","no",74,15,0,1,3,11
"1388","17031060400","2015","yes",2,2,0,0,2,0
"1389","17031060400","2016","no",69,9,0,2,4,3
"1390","17031060400","2016","yes",4,3,0,0,2,1
"1391","17031060400","2017","no",77,12,0,0,4,8
"1392","17031060400","2017","yes",6,6,0,2,4,0
"1393","17031060500","2009","no",58,11,0,0,5,6
"1394","17031060500","2009","yes",7,7,0,0,2,5
"1395","17031060500","2010","no",54,27,0,0,16,11
"1396","17031060500","2010","yes",2,2,0,0,1,1
"1397","17031060500","2011","no",42,10,0,2,4,4
"1398","17031060500","2011","yes",4,4,0,1,2,1
"1399","17031060500","2012","no",51,10,0,1,4,5
"1400","17031060500","2012","yes",7,7,0,3,2,2
"1401","17031060500","2013","no",54,15,0,2,5,8
"1402","17031060500","2013","yes",3,3,0,0,3,0
"1403","17031060500","2014","no",51,7,0,0,5,2
"1404","17031060500","2014","yes",3,2,0,0,2,0
"1405","17031060500","2015","no",42,14,0,2,9,3
"1406","17031060500","2015","yes",2,2,0,0,2,0
"1407","17031060500","2016","no",51,3,0,0,1,2
"1408","17031060500","2016","yes",4,3,0,0,2,1
"1409","17031060500","2017","no",31,5,0,0,3,2
"1410","17031060500","2017","yes",1,1,0,0,1,0
"1411","17031060800","2009","no",58,5,2,0,3,2
"1412","17031060800","2009","yes",3,3,0,1,1,1
"1413","17031060800","2010","no",54,2,1,0,1,1
"1414","17031060800","2010","yes",7,7,0,2,3,2
"1415","17031060800","2011","no",51,7,0,0,0,7
"1416","17031060800","2011","yes",4,4,0,0,2,2
"1417","17031060800","2012","no",54,10,0,0,7,3
"1418","17031060800","2012","yes",6,6,0,0,4,2
"1419","17031060800","2013","no",67,2,0,2,0,0
"1420","17031060800","2013","yes",5,4,0,1,2,1
"1421","17031060800","2014","no",49,4,0,2,2,0
"1422","17031060800","2014","yes",3,2,0,0,1,1
"1423","17031060800","2015","no",69,15,0,2,6,7
"1424","17031060800","2015","yes",2,2,0,0,1,1
"1425","17031060800","2016","no",58,8,0,0,5,3
"1426","17031060800","2016","yes",3,2,0,0,1,1
"1427","17031060800","2017","no",66,7,0,0,4,3
"1428","17031060800","2017","yes",5,4,1,0,4,0
"1429","17031060900","2009","no",116,18,0,6,9,3
"1430","17031060900","2009","yes",6,5,0,2,2,1
"1431","17031060900","2010","no",94,15,1,5,6,4
"1432","17031060900","2010","yes",6,6,0,1,3,2
"1433","17031060900","2011","no",97,11,0,0,5,6
"1434","17031060900","2011","yes",8,9,0,0,6,3
"1435","17031060900","2012","no",89,18,0,3,9,6
"1436","17031060900","2012","yes",10,10,0,2,4,4
"1437","17031060900","2013","no",92,25,0,12,9,4
"1438","17031060900","2013","yes",6,5,1,1,1,3
"1439","17031060900","2014","no",87,9,0,0,4,5
"1440","17031060900","2014","yes",13,13,0,1,9,3
"1441","17031060900","2015","no",100,11,0,3,3,5
"1442","17031060900","2015","yes",17,17,0,0,12,5
"1443","17031060900","2016","no",86,10,0,0,5,5
"1444","17031060900","2016","yes",7,7,0,1,5,1
"1445","17031060900","2017","no",82,14,0,0,10,4
"1446","17031060900","2017","yes",9,9,0,1,6,2
"1447","17031061000","2009","no",45,0,0,0,0,0
"1448","17031061000","2009","yes",3,3,0,0,0,3
"1449","17031061000","2010","no",35,1,0,0,1,0
"1450","17031061000","2010","yes",2,2,0,0,2,0
"1451","17031061000","2011","no",29,0,0,0,0,0
"1452","17031061000","2012","no",30,1,0,0,1,0
"1453","17031061000","2012","yes",1,1,0,0,1,0
"1454","17031061000","2013","no",28,0,0,0,0,0
"1455","17031061000","2013","yes",4,4,0,0,2,2
"1456","17031061000","2014","no",27,0,0,0,0,0
"1457","17031061000","2015","no",31,1,0,0,0,1
"1458","17031061000","2015","yes",1,1,0,0,0,1
"1459","17031061000","2016","no",30,2,0,0,1,1
"1460","17031061000","2016","yes",4,4,0,0,3,1
"1461","17031061000","2017","no",44,7,0,0,2,5
"1462","17031061000","2017","yes",4,4,0,1,3,0
"1463","17031061100","2009","no",39,7,0,0,6,1
"1464","17031061100","2009","yes",6,5,0,0,0,5
"1465","17031061100","2010","no",27,3,0,0,2,1
"1466","17031061100","2010","yes",6,5,0,1,0,4
"1467","17031061100","2011","no",47,5,0,0,1,4
"1468","17031061100","2011","yes",3,3,0,0,2,1
"1469","17031061100","2012","no",23,5,0,2,2,1
"1470","17031061100","2012","yes",5,5,0,0,1,4
"1471","17031061100","2013","no",34,0,0,0,0,0
"1472","17031061100","2013","yes",4,3,0,1,1,1
"1473","17031061100","2014","no",24,1,0,0,0,1
"1474","17031061100","2014","yes",5,5,0,1,4,0
"1475","17031061100","2015","no",27,2,0,0,2,0
"1476","17031061100","2015","yes",3,3,0,1,0,2
"1477","17031061100","2016","no",39,3,0,0,1,2
"1478","17031061100","2016","yes",6,6,0,0,3,3
"1479","17031061100","2017","no",31,1,0,0,0,1
"1480","17031061100","2017","yes",2,2,0,1,1,0
"1481","17031061200","2009","no",33,3,0,0,2,1
"1482","17031061200","2009","yes",2,2,0,0,1,1
"1483","17031061200","2010","no",34,6,0,2,4,0
"1484","17031061200","2010","yes",6,6,0,0,3,3
"1485","17031061200","2011","no",29,1,0,0,1,0
"1486","17031061200","2011","yes",3,3,0,0,2,1
"1487","17031061200","2012","no",30,6,0,2,1,3
"1488","17031061200","2012","yes",3,4,0,1,2,1
"1489","17031061200","2013","no",34,5,0,1,1,3
"1490","17031061200","2013","yes",4,2,0,0,2,0
"1491","17031061200","2014","no",31,2,0,0,1,1
"1492","17031061200","2014","yes",3,3,0,0,2,1
"1493","17031061200","2015","no",21,2,0,1,1,0
"1494","17031061200","2016","no",19,0,0,0,0,0
"1495","17031061200","2016","yes",3,3,0,0,3,0
"1496","17031061200","2017","no",31,2,0,0,1,1
"1497","17031061200","2017","yes",3,3,0,0,2,1
"1498","17031061500","2009","no",26,4,0,1,1,2
"1499","17031061500","2009","yes",4,4,0,0,3,1
"1500","17031061500","2010","no",23,4,0,0,0,4
"1501","17031061500","2010","yes",3,3,0,1,1,1
"1502","17031061500","2011","no",22,2,0,0,1,1
"1503","17031061500","2011","yes",6,6,0,1,3,2
"1504","17031061500","2012","no",34,3,0,0,2,1
"1505","17031061500","2013","no",24,4,0,0,0,4
"1506","17031061500","2013","yes",2,2,0,0,2,0
"1507","17031061500","2014","no",30,2,0,1,0,1
"1508","17031061500","2014","yes",2,1,0,0,1,0
"1509","17031061500","2015","no",32,8,0,1,3,4
"1510","17031061500","2015","yes",1,1,0,1,0,0
"1511","17031061500","2016","no",26,3,0,0,3,0
"1512","17031061500","2016","yes",4,4,0,1,1,2
"1513","17031061500","2017","no",23,3,0,1,2,0
"1514","17031061800","2009","no",15,1,0,0,0,1
"1515","17031061800","2009","yes",1,1,0,0,0,1
"1516","17031061800","2010","no",15,4,0,0,0,4
"1517","17031061800","2010","yes",3,3,0,0,1,2
"1518","17031061800","2011","no",17,5,0,0,1,4
"1519","17031061800","2011","yes",1,0,0,0,0,0
"1520","17031061800","2012","no",17,4,0,0,4,0
"1521","17031061800","2012","yes",1,1,0,0,0,1
"1522","17031061800","2013","no",27,3,0,0,0,3
"1523","17031061800","2013","yes",2,2,0,0,1,1
"1524","17031061800","2014","no",27,1,0,0,1,0
"1525","17031061800","2014","yes",4,3,0,0,2,1
"1526","17031061800","2015","no",14,4,0,0,2,2
"1527","17031061800","2015","yes",2,2,0,0,1,1
"1528","17031061800","2016","no",16,5,0,2,2,1
"1529","17031061800","2016","yes",3,3,0,1,0,2
"1530","17031061800","2017","no",15,3,0,0,0,3
"1531","17031061800","2017","yes",1,1,0,0,1,0
"1532","17031061800",NA,"no",1,0,0,0,0,0
"1533","17031061901","2009","no",56,8,0,1,1,6
"1534","17031061901","2009","yes",5,4,0,1,2,1
"1535","17031061901","2010","no",47,2,0,1,0,1
"1536","17031061901","2010","yes",5,5,0,0,0,5
"1537","17031061901","2011","no",53,3,0,0,0,3
"1538","17031061901","2011","yes",3,3,0,0,1,2
"1539","17031061901","2012","no",32,1,0,0,0,1
"1540","17031061901","2012","yes",5,5,0,1,1,3
"1541","17031061901","2013","no",34,9,0,0,1,8
"1542","17031061901","2013","yes",4,4,0,0,2,2
"1543","17031061901","2014","no",25,1,0,0,1,0
"1544","17031061901","2014","yes",7,6,0,0,4,2
"1545","17031061901","2015","no",47,2,0,1,1,0
"1546","17031061901","2015","yes",4,4,0,1,1,2
"1547","17031061901","2016","no",56,4,0,2,1,1
"1548","17031061901","2016","yes",10,10,0,1,7,2
"1549","17031061901","2017","no",26,4,0,0,2,2
"1550","17031061901","2017","yes",4,5,0,2,1,2
"1551","17031061902","2009","no",78,14,0,2,3,9
"1552","17031061902","2009","yes",3,3,0,1,1,1
"1553","17031061902","2010","no",64,8,0,0,2,6
"1554","17031061902","2010","yes",2,2,0,0,1,1
"1555","17031061902","2011","no",65,13,0,4,1,8
"1556","17031061902","2011","yes",3,4,0,0,1,3
"1557","17031061902","2012","no",71,8,0,0,5,3
"1558","17031061902","2012","yes",2,2,0,2,0,0
"1559","17031061902","2013","no",39,5,0,2,2,1
"1560","17031061902","2013","yes",3,3,0,0,2,1
"1561","17031061902","2014","no",66,10,0,2,8,0
"1562","17031061902","2014","yes",4,4,0,0,2,2
"1563","17031061902","2015","no",84,9,0,0,4,5
"1564","17031061902","2015","yes",3,3,0,0,2,1
"1565","17031061902","2016","no",94,16,0,1,6,9
"1566","17031061902","2016","yes",5,5,0,1,3,1
"1567","17031061902","2017","no",95,15,0,0,8,7
"1568","17031061902","2017","yes",4,4,0,1,2,1
"1569","17031062000","2009","no",43,2,0,0,0,2
"1570","17031062000","2009","yes",4,4,0,1,2,1
"1571","17031062000","2010","no",57,3,0,0,1,2
"1572","17031062000","2010","yes",7,7,0,2,3,2
"1573","17031062000","2011","no",55,4,0,2,1,1
"1574","17031062000","2011","yes",9,12,0,2,2,8
"1575","17031062000","2012","no",70,13,0,0,6,7
"1576","17031062000","2012","yes",10,11,0,0,5,6
"1577","17031062000","2013","no",61,7,0,0,4,3
"1578","17031062000","2013","yes",3,3,0,1,2,0
"1579","17031062000","2014","no",73,12,0,1,3,8
"1580","17031062000","2014","yes",7,7,0,1,4,2
"1581","17031062000","2015","no",74,10,0,2,3,5
"1582","17031062000","2015","yes",3,2,0,0,2,0
"1583","17031062000","2016","no",55,3,0,1,1,1
"1584","17031062000","2016","yes",12,12,0,2,5,5
"1585","17031062000","2017","no",42,4,0,1,1,2
"1586","17031062000","2017","yes",6,6,0,1,3,2
"1587","17031062100","2009","no",55,4,0,1,1,2
"1588","17031062100","2009","yes",12,12,0,2,5,5
"1589","17031062100","2010","no",74,6,0,0,4,2
"1590","17031062100","2010","yes",14,14,0,1,6,7
"1591","17031062100","2011","no",63,16,0,4,3,9
"1592","17031062100","2011","yes",7,7,0,1,4,2
"1593","17031062100","2012","no",81,8,0,0,2,6
"1594","17031062100","2012","yes",20,20,0,4,4,12
"1595","17031062100","2013","no",93,25,0,0,13,12
"1596","17031062100","2013","yes",18,17,0,1,15,1
"1597","17031062100","2014","no",89,5,0,1,2,2
"1598","17031062100","2014","yes",15,14,0,1,7,6
"1599","17031062100","2015","no",74,4,0,0,0,4
"1600","17031062100","2015","yes",9,8,1,2,5,1
"1601","17031062100","2016","no",77,8,0,0,5,3
"1602","17031062100","2016","yes",4,3,0,0,1,2
"1603","17031062100","2017","no",68,5,0,0,2,3
"1604","17031062100","2017","yes",10,11,0,1,8,2
"1605","17031062200","2009","no",24,1,0,0,0,1
"1606","17031062200","2009","yes",3,2,0,0,1,1
"1607","17031062200","2010","no",19,7,0,0,1,6
"1608","17031062200","2010","yes",2,2,0,0,2,0
"1609","17031062200","2011","no",24,0,0,0,0,0
"1610","17031062200","2012","no",36,3,0,0,1,2
"1611","17031062200","2012","yes",3,3,0,1,2,0
"1612","17031062200","2013","no",31,2,0,0,2,0
"1613","17031062200","2013","yes",4,3,0,1,1,1
"1614","17031062200","2014","no",35,3,0,0,1,2
"1615","17031062200","2014","yes",5,5,0,1,3,1
"1616","17031062200","2015","no",26,7,0,0,4,3
"1617","17031062200","2015","yes",3,2,0,0,0,2
"1618","17031062200","2016","no",23,3,0,2,1,0
"1619","17031062200","2016","yes",6,6,0,0,4,2
"1620","17031062200","2017","no",27,5,0,0,2,3
"1621","17031062200","2017","yes",3,2,0,0,2,0
"1622","17031062300","2009","no",16,0,0,0,0,0
"1623","17031062300","2009","yes",2,2,0,1,1,0
"1624","17031062300","2010","no",26,5,0,0,2,3
"1625","17031062300","2011","no",15,2,0,1,0,1
"1626","17031062300","2011","yes",1,1,0,1,0,0
"1627","17031062300","2012","no",5,0,0,0,0,0
"1628","17031062300","2012","yes",3,3,0,1,1,1
"1629","17031062300","2013","no",11,3,0,0,1,2
"1630","17031062300","2013","yes",3,3,0,0,3,0
"1631","17031062300","2014","no",11,0,0,0,0,0
"1632","17031062300","2014","yes",1,0,0,0,0,0
"1633","17031062300","2015","no",10,2,0,0,0,2
"1634","17031062300","2015","yes",1,1,0,0,1,0
"1635","17031062300","2016","no",21,1,0,0,1,0
"1636","17031062300","2017","no",20,2,0,0,0,2
"1637","17031062300","2017","yes",1,1,0,0,1,0
"1638","17031062400","2009","no",17,0,0,0,0,0
"1639","17031062400","2009","yes",2,1,0,0,1,0
"1640","17031062400","2010","no",16,3,0,1,1,1
"1641","17031062400","2010","yes",1,1,0,0,1,0
"1642","17031062400","2011","no",16,2,0,0,0,2
"1643","17031062400","2012","no",20,2,0,0,0,2
"1644","17031062400","2012","yes",3,3,0,2,0,1
"1645","17031062400","2013","no",21,0,0,0,0,0
"1646","17031062400","2013","yes",2,2,0,0,1,1
"1647","17031062400","2014","no",19,2,0,0,0,2
"1648","17031062400","2014","yes",1,1,0,0,1,0
"1649","17031062400","2015","no",15,2,0,0,0,2
"1650","17031062400","2015","yes",3,3,0,0,1,2
"1651","17031062400","2016","no",18,1,0,0,1,0
"1652","17031062400","2016","yes",3,4,0,1,0,3
"1653","17031062400","2017","no",35,8,0,0,6,2
"1654","17031062500","2009","no",69,9,0,2,6,1
"1655","17031062500","2009","yes",5,5,0,2,2,1
"1656","17031062500","2010","no",69,8,0,2,2,4
"1657","17031062500","2010","yes",6,6,0,0,4,2
"1658","17031062500","2011","no",78,12,1,2,4,6
"1659","17031062500","2011","yes",9,8,0,1,6,1
"1660","17031062500","2012","no",54,7,0,0,5,2
"1661","17031062500","2012","yes",5,4,0,1,2,1
"1662","17031062500","2013","no",66,13,0,2,6,5
"1663","17031062500","2013","yes",7,4,0,0,3,1
"1664","17031062500","2014","no",60,9,0,0,4,5
"1665","17031062500","2014","yes",5,5,0,1,3,1
"1666","17031062500","2015","no",55,2,0,0,1,1
"1667","17031062500","2015","yes",4,4,0,0,2,2
"1668","17031062500","2016","no",53,5,0,0,2,3
"1669","17031062500","2016","yes",7,7,0,0,5,2
"1670","17031062500","2017","no",40,0,0,0,0,0
"1671","17031062500","2017","yes",3,2,0,1,1,0
"1672","17031062600","2009","no",42,6,0,1,2,3
"1673","17031062600","2009","yes",7,7,0,1,3,3
"1674","17031062600","2010","no",44,7,0,0,4,3
"1675","17031062600","2010","yes",4,4,0,0,3,1
"1676","17031062600","2011","no",60,4,0,0,2,2
"1677","17031062600","2011","yes",3,2,0,0,1,1
"1678","17031062600","2012","no",45,9,0,4,2,3
"1679","17031062600","2012","yes",5,3,0,0,1,2
"1680","17031062600","2013","no",42,4,0,2,2,0
"1681","17031062600","2013","yes",5,5,0,2,3,0
